Автор объявления,Состояние квартиры,Этаж,Жилой фонд,Балкон / лоджия,id,link,Санузел,Планировка,Парковочное место,title,Ливинг,Тип,Жилая площадь,Тип здания,Количество этажей,Площадь кухни,Застройщик,price,Адрес,Высота потолков,Количество комнат,Общая площадь
Частное лицо,Eвроремонт,12,Новострой,Нет,103965928,https://999.md/ru/103965928?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NjU5MjgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZGNhOWMwNWYtMjU1MS00MjU3LWI4NmItYmZmNDNiMzFkNjliIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5NjcwMTM3OVoifX0.MRPfFnzAHtiwcL3vvgV4kudiYl7nfcfHt9sXuu-rPMs&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=7,1,На земле,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,Сдаю посуточно,,Kомбинированный,12,,Inamstro,700 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Alecu Russo, 16",,1-комнатная квартира,45 м²
Застройщик,,5,Вторичный,,104115500,https://999.md/ru/104115500?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTU1MDAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiM2Y5NDZhNzEtOWUxMS00OWRlLTlhYjgtYThkYjhhMDM1Y2FkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5NjcxMzhaIn19.RSs59HdpyhJ6GVvoVVDfqEKTrH8uzjJD9YLIkuRfE-s&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=8,,,,"Комната,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,Kотельцовый,6,,,22 800 €,"Кишинёв мун., Кишинёв, Буюканы, str. Eugen Coca, 3",,Комната,16 м²
Частное лицо,Eвроремонт,5,Новострой,,100618094,https://999.md/ru/100618094?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2MTgwOTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiY2M4NGVkY2YtZGQyOC00MjgzLThjZmYtYmVjNWI4ZGVhMDQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5Njc0NTcwM1oifX0.iBNoFMwqpGCiHnXzXtFqtxKRzTyIR-EMWZ-EmBqGy2k&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,15,,Horus,198 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 1/1",,2-х комнатная квартира,86 м²
Застройщик,Eвроремонт,2,Новострой,1,57264969,https://999.md/ru/57264969?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI1NzI2NDk2OSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InByZW1pdW0iLCJsIjoiNmE0NmJkODctMTQzMi00MzUzLWJjZGUtMmJkYWZjNjYyMjFmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5Njc2ODY3MVoifX0.5DVCAIFs5WvobmIfoVOROpzsz1oZy1iM2gAyyJDZZmQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,1,Индивидуальная,Oткрытое,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю посуточно,,Kотельцовый,4,,Stroy Invest,100 €,"Кишинёв мун., Кишинёв, Буюканы, str. Primăverii, 11",,3-х комнатная квартира,75 м²
Частное лицо,Eвроремонт,4,Новострой,1,103925896,https://999.md/ru/103925896?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MjU4OTYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZDYyODE4NDktOWQwZC00MWExLWI0MDEtNDc4ZmYxNmQ0YWM0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5Njc4MTQ4N1oifX0.uuGHb_vdWNz_ODLf30wjKeDizjONJl3x9YveecmubYI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,2,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,Продам,,Блочный,9,12 м²,Silentagro,153 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, 44/4",260 см,2-х комнатная квартира,67 м²
Застройщик,Индивидуальный дизайн,8,Новострой,2,104005905,https://999.md/ru/104005905?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMDU5MDUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYWU5YmM3ZjItODQ4OC00ZmYzLWEzYzItOTdkZjJkM2ZkODU5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMzowNTo1MC4zOTY4MDQzMTlaIn19.bDIZlHgspqJs9mhdmibfg5hmpW5iABGpAoast7pyJS8&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,1,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю помесячно,,,8,,,1 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vissarion Belinski, 71",,2-х комнатная квартира,87 м²
Частное лицо,Eвроремонт,6,Вторичный,2,102633669,https://999.md/ru/102633669?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI2MzM2NjkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiOWEzNmFhMWYtNmNhYi00MDkwLWE1ZTctOTUwZjdjMTkyNGJjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5NjQxNDk3MVoifX0.Nfppq4I2n8X7fdyHLWqJfzDtv52rwifgB8xyHd9v2yk&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,2,,,"4-x комнатная квартира,  Центр,  Бельцы,  Бельцы мун.",,Продам,,,10,15 м²,,106 000 €,"Бельцы мун., Бельцы, Центр, str. Alexandr Pușkin, 10",,4-x комнатная квартира,100 м²
Агентство,,3,Вторичный,,104091924,https://999.md/ru/104091924?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTE5MjQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImQ4MGQyMmM1LTA3NTQtNDgxYS05Y2IxLTM2N2YzNzFmYTMzNiIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTM6MDU6NTAuMzk2NDY3ODcyWiJ9fQ.n-lm9KwvKSx7TsPt_eobYbpbIbvBFCEhgS_8tWIwHh0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,,,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,135 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 1",,3-х комнатная квартира,80 м²
Частное лицо,,5,Вторичный,1,103887006,https://999.md/ru/103887006?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4ODcwMDYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiNjJkOTNiYjUtNDI5YS00MWYyLWI2ZmUtZDRmNDkyNDYyODMwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5NjUyOTM3MloifX0.cKaWFJHHwL3GXd7nBB3E72o7glcZUwIsPyyHXXAuL-0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,2,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,Продам,,Kотельцовый,5,,,85 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Dumitru Rîșcanu, 33/1",,2-х комнатная квартира,60 м²
Частное лицо,Eвроремонт,9,Вторичный,,104092667,https://999.md/ru/104092667?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTI2NjciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNWMwZWRhN2ItOTYzOC00ODQ1LTk2Y2EtOWU0ZmY0YmM1YzFlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5NjU1NjAwM1oifX0.ZKei0aWn_49WCrO--a9XHmMlZhlcN-irr4Tpbr-Cyxk&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,1,,Oткрытое,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,50 м²,,16,,,110 000 €,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 16/1",,2-х комнатная квартира,50 м²
Застройщик,Eвроремонт,2,Вторичный,1,103959392,https://999.md/ru/103959392?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NTkzOTIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNzFjYmNmMjctZTAzNS00MmY2LWI3ZTUtMjVkN2MxZDdmOTEzIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5NjYzNjg5N1oifX0.aGWfCA9xCZlj3AiiCfC3S-GyKOhMsYDdlINb68pkjkI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,1,Брж (Брежневка),Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,39 м²,Mонолитный,5,7 м²,,96 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 163/2",,2-х комнатная квартира,46 м²
Частное лицо,Eвроремонт,2,Новострой,1,101562905,https://999.md/ru/101562905?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE1NjI5MDUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiY2EwZDMxZTgtZTYxMy00M2YzLWFhNDktMjQzNjBlNzk0YzlhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5NjY2OTE2M1oifX0.8ov9XD0lpCZQ1anJ5qbQg7EhAe8bNTgOm2s7eBSfET8&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю помесячно,98 м²,Kотельцовый,3,16 м²,,950 €,"Кишинёв мун., Кишинёв, Буюканы, Vasile Stroiescu , 11/1",280 см,2-х комнатная квартира,124 м²
Частное лицо,Eвроремонт,12,Новострой,Нет,103965928,https://999.md/ru/103965928?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NjU5MjgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZGNhOWMwNWYtMjU1MS00MjU3LWI4NmItYmZmNDNiMzFkNjliIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5NjcwMTM3OVoifX0.MRPfFnzAHtiwcL3vvgV4kudiYl7nfcfHt9sXuu-rPMs&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=7,1,На земле,Oткрытое,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,Сдаю посуточно,,Kомбинированный,12,,Inamstro,700 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Alecu Russo, 16",,1-комнатная квартира,45 м²
Застройщик,,5,Вторичный,,104115500,https://999.md/ru/104115500?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTU1MDAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiM2Y5NDZhNzEtOWUxMS00OWRlLTlhYjgtYThkYjhhMDM1Y2FkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5NjcxMzhaIn19.RSs59HdpyhJ6GVvoVVDfqEKTrH8uzjJD9YLIkuRfE-s&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=8,,,,"Комната,  Буюканы,  Кишинёв,  Кишинёв мун.",,Продам,,Kотельцовый,6,,,22 800 €,"Кишинёв мун., Кишинёв, Буюканы, str. Eugen Coca, 3",,Комната,16 м²
Частное лицо,Eвроремонт,5,Новострой,,100618094,https://999.md/ru/100618094?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2MTgwOTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiY2M4NGVkY2YtZGQyOC00MjgzLThjZmYtYmVjNWI4ZGVhMDQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5Njc0NTcwM1oifX0.iBNoFMwqpGCiHnXzXtFqtxKRzTyIR-EMWZ-EmBqGy2k&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,15,,Horus,198 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 1/1",,2-х комнатная квартира,86 м²
Застройщик,Eвроремонт,2,Новострой,1,57264969,https://999.md/ru/57264969?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI1NzI2NDk2OSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InByZW1pdW0iLCJsIjoiNmE0NmJkODctMTQzMi00MzUzLWJjZGUtMmJkYWZjNjYyMjFmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5Njc2ODY3MVoifX0.5DVCAIFs5WvobmIfoVOROpzsz1oZy1iM2gAyyJDZZmQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,1,Индивидуальная,Oткрытое,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю посуточно,,Kотельцовый,4,,Stroy Invest,100 €,"Кишинёв мун., Кишинёв, Буюканы, str. Primăverii, 11",,3-х комнатная квартира,75 м²
Частное лицо,Eвроремонт,4,Новострой,1,103925896,https://999.md/ru/103925896?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MjU4OTYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZDYyODE4NDktOWQwZC00MWExLWI0MDEtNDc4ZmYxNmQ0YWM0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEzOjA1OjUwLjM5Njc4MTQ4N1oifX0.uuGHb_vdWNz_ODLf30wjKeDizjONJl3x9YveecmubYI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,2,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,Продам,,Блочный,9,12 м²,Silentagro,153 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, 44/4",260 см,2-х комнатная квартира,67 м²
Застройщик,Индивидуальный дизайн,8,Новострой,2,104005905,https://999.md/ru/104005905?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTM5NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMDU5MDUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYWU5YmM3ZjItODQ4OC00ZmYzLWEzYzItOTdkZjJkM2ZkODU5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMzowNTo1MC4zOTY4MDQzMTlaIn19.bDIZlHgspqJs9mhdmibfg5hmpW5iABGpAoast7pyJS8&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,1,,Oткрытое,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю помесячно,,,8,,,1 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vissarion Belinski, 71",,2-х комнатная квартира,87 м²
