Автор объявления,Состояние квартиры,Этаж,Жилой фонд,Балкон / лоджия,id,link,Санузел,Планировка,Парковочное место,title,Ливинг,Тип,Жилая площадь,Тип здания,Количество этажей,Площадь кухни,Застройщик,price,Адрес,Высота потолков,Количество комнат,Общая площадь
Застройщик,Белый вариант,1,Новострой,Нет,102832078,https://999.md/ru/102832078?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzIwNzgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTI6NDc6MzAuMDM4MzA4NzkxWiJ9fQ.rpLg_MMXNfD9TmrI0kTmouj-MKMNByrder2qHBUG8GI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=8,2,,Гараж,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,Продам,,Ячеистый Бетон,6,15 м²,Astercon,135 646 €,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",286 см,3-х комнатная квартира,96 м²
Частное лицо,Индивидуальный дизайн,13,Новострой,1,103674939,https://999.md/ru/103674939?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NzQ5MzkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiNzY1MGUwNGEtZWM5YS00NDkwLWJiOTEtYjYxYjFkMGNiZTM3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo0NzozMC4wMzgzNDk1MjFaIn19.MFTu4NmY58-jFId3wwEonkg0SnJ5fCEtFlS_mxe-UWk&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю помесячно,74 м²,Kомбинированный,15,18 м²,Exfactor-grup,2 700 €,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/B",275 см,2-х комнатная квартира,92 м²
Частное лицо,,2,Вторичный,,84343494,https://999.md/ru/84343494?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NDM0MzQ5NCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJhYzcxM2Q1NC0xOWRhLTQxNzEtYmExNy1jMDJkNmFjZmQ1ZDAiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJsaXRlIiwidCI6IjIwMjYtMDQtMjBUMTI6NDc6MzAuMDM4MzY2ODFaIn19.CFe-9k97mrWxN4UYYoPxUeT0o1DZceuWiBPa9a5QD9I&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Сдаю посуточно,,Kотельцовый,5,,,500 MDL,"Кишинёв мун., Кишинёв, Центр, str. Grădinilor, 23",,1-комнатная квартира,50 м²
Агентство,,2,Вторичный,,103617607,https://999.md/ru/103617607?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2MTc2MDciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNzcxZWRhNGMtNGViYi00ZGQ0LWI0M2QtYWUzMDlhZmYxZDczIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjQ3OjMwLjAzODQ2MDI3NVoifX0.j7ipnMgcODffVHe2AgK8eD8cJjikUU_qXR2e4pqspbo&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,1,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,15,,,99 900 €,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, 70",,2-х комнатная квартира,68 м²
Агентство,,2,Новострой,,101491664,https://999.md/ru/101491664?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE0OTE2NjQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFhNzRmNTFlLTNjZmItNDJmZC1hNGJlLWE3MmI4ODczYTA4ZSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQxMjo0NzozMC4wMzg0ODgzMzVaIn19.hoS4udcWjx8lI8kHl8nj-TFiNx6X51r2XbDMxCjesAQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Сдаю посуточно,,,2,,,490 MDL,"Кишинёв мун., Кишинёв, Центр, str. București, 7/1",,1-комнатная квартира,20 м²
Агентство,Eвроремонт,4,Вторичный,2,103655941,https://999.md/ru/103655941?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NTU5NDEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImMyMTljOGY3LTU4ZTgtNDQxOS05YTZjLWM5ZmU3ZTlhZTNmNyIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQxMjo0NzozMC4wMzgwNDQ5N1oifX0.ortm3LiBIb0M22zIMDvRTj2zP9BYKtaBNOYE7tFSKJA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,1,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,Kотельцовый,5,,,127 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Suceava, 110",,2-х комнатная квартира,72 м²
Агентство,,Цоколь,Вторичный,,102421542,https://999.md/ru/102421542?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI0MjE1NDIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFhNzRmNTFlLTNjZmItNDJmZC1hNGJlLWE3MmI4ODczYTA4ZSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQxMjo0NzozMC4wMzgxMDI2NjJaIn19.n0H4ezMUGYO2UVPNRyhdnBmalQfHd_74K7B3rPyXERg&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,,,,"1-комнатная квартира,  Кишинёв мун.",,Сдаю посуточно,,,1,,,499 MDL,"Кишинёв мун., Кишинёв, Центр, București 7, -",,1-комнатная квартира,18 м²
Агентство,,6,Новострой,,70385260,https://999.md/ru/70385260?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3MDM4NTI2MCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJmNmE2YzliNS02ZjRhLTQ3Y2UtYjIyYi1hYTlhYjk5OGVhNDkiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEyOjQ3OjMwLjAzODEyMTk4NVoifX0.Czr1K-sy_T_YRey165kJv_v8iVPfbPbsMLFkPSmmw8k&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,,,,"на 3 часа - 250 лей, на ночь - 500 лей в центре Кишинева - ул.Ismail 88, сдаем 24/24.",,Сдаю посуточно,,,10,,,250 MDL,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",,1-комнатная квартира,45 м²
Застройщик,Белый вариант,5,Новострой,1,80966801,https://999.md/ru/80966801?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MDk2NjgwMSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJjMjQ1ZjM0NS1lNjg3LTRkNTQtOTllZC04NTAzODQxZGQ0NTUiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEyOjQ3OjMwLjAzODEzNzA5OFoifX0.hUMsOD_rjKeCx_0Gj7Bf8uPWYVRklJiPNKSZfcZ-Eq4&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,2,,Подземная,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,Продам,80 м²,Kомбинированный,12,,,106 480 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",275 см,3-х комнатная квартира,88 м²
Застройщик,Белый вариант,4,Новострой,1,88100281,https://999.md/ru/88100281?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4ODEwMDI4MSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiI0M2NmMDQyNS0yNGFiLTQ0NmItYjg2Ny00ODU4OWVlOTQ4OTYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA0LTIwVDEyOjQ3OjMwLjAzODE4OTI2OVoifX0.Kf-ZLhVKxTFvNsPXYYy4md0dlpUx-V4NxGyaBLQEDmI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,2,Индивидуальная,Гараж,"2-х комнатная квартира,  Автовокзал,  Бельцы,  Бельцы мун.",,,68 м²,Kирпичный,8,,,74 800 €,"Бельцы мун., Бельцы, Автовокзал, str. Nicolae Iorga, 26",292 см,2-х комнатная квартира,68 м²
Агентство,Eвроремонт,2,Вторичный,1,103794442,https://999.md/ru/103794442?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3OTQ0NDIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiNmJlOWZmY2UtODhjNC00MjU4LTg2YTYtMDA0ZmFiOGM0OGQ3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo0NzozMC4wMzgyMjE2ODZaIn19.2zUrZPvZ6szP09OrzRN8rjKevmQo-TJv4POSSmfgQc0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Продам,,,16,,,95 000 €,"Кишинёв мун., Кишинёв, Ботаника, бул. Траян, 23/1",,2-х комнатная квартира,60 м²
Частное лицо,Белый вариант,3,Новострой,,104077716,https://999.md/ru/104077716?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzc3MTYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYmUzNWQzOGQtMDFiOS00MzRiLWIzZWUtNWExMGQ4MTEyYmYyIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo0NzozMC4wMzgyNTE2NzFaIn19.bnSyou3nQr7pgrTLa3aaAyFlI_fsLPhiXqPKJKWtgtk&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=7,1,,Oткрытое,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Продам,,,12,,,296 400 €,"Кишинёв мун., Кишинёв, Центр, str. Ciuflea, 1",,3-х комнатная квартира,78 м²
Застройщик,Белый вариант,1,Новострой,Нет,102832078,https://999.md/ru/102832078?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzIwNzgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTI6NDc6MzAuMDM4MzA4NzkxWiJ9fQ.rpLg_MMXNfD9TmrI0kTmouj-MKMNByrder2qHBUG8GI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=8,2,,Гараж,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,Продам,,Ячеистый Бетон,6,15 м²,Astercon,135 646 €,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",286 см,3-х комнатная квартира,96 м²
Частное лицо,Индивидуальный дизайн,13,Новострой,1,103674939,https://999.md/ru/103674939?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NzQ5MzkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiNzY1MGUwNGEtZWM5YS00NDkwLWJiOTEtYjYxYjFkMGNiZTM3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo0NzozMC4wMzgzNDk1MjFaIn19.MFTu4NmY58-jFId3wwEonkg0SnJ5fCEtFlS_mxe-UWk&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,1,Индивидуальная,Oткрытое,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю помесячно,74 м²,Kомбинированный,15,18 м²,Exfactor-grup,2 700 €,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/B",275 см,2-х комнатная квартира,92 м²
Частное лицо,,2,Вторичный,,84343494,https://999.md/ru/84343494?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NDM0MzQ5NCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJhYzcxM2Q1NC0xOWRhLTQxNzEtYmExNy1jMDJkNmFjZmQ1ZDAiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJsaXRlIiwidCI6IjIwMjYtMDQtMjBUMTI6NDc6MzAuMDM4MzY2ODFaIn19.CFe-9k97mrWxN4UYYoPxUeT0o1DZceuWiBPa9a5QD9I&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,,,Kотельцовый,5,,,500 MDL,"Кишинёв мун., Кишинёв, Центр, str. Grădinilor, 23",,1-комнатная квартира,50 м²
Агентство,,2,Вторичный,,103617607,https://999.md/ru/103617607?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2MTc2MDciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNzcxZWRhNGMtNGViYi00ZGQ0LWI0M2QtYWUzMDlhZmYxZDczIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjQ3OjMwLjAzODQ2MDI3NVoifX0.j7ipnMgcODffVHe2AgK8eD8cJjikUU_qXR2e4pqspbo&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,1,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,15,,,99 900 €,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, 70",,2-х комнатная квартира,68 м²
Агентство,,2,Новострой,,101491664,https://999.md/ru/101491664?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTI4NTAsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE0OTE2NjQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFhNzRmNTFlLTNjZmItNDJmZC1hNGJlLWE3MmI4ODczYTA4ZSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQxMjo0NzozMC4wMzg0ODgzMzVaIn19.hoS4udcWjx8lI8kHl8nj-TFiNx6X51r2XbDMxCjesAQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Сдаю посуточно,,,2,,,490 MDL,"Кишинёв мун., Кишинёв, Центр, str. București, 7/1",,1-комнатная квартира,20 м²
