Автор объявления,Застройщик,Балкон / лоджия,Планировка,Жилая площадь,link,price,Площадь кухни,Этаж,Жилой фонд,Санузел,Количество комнат,Адрес,Высота потолков,id,Общая площадь,Ливинг,Тип,Состояние квартиры,Количество этажей,Тип здания,title,Парковочное место
Агентство,,,,,https://999.md/ru/103571196?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTI2NjQsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1NzExOTYiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6IjNkY2NmMmNlLThmN2YtNDUyYy1iNDc2LTIzMzE5OGExYjllMiIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6InBsdXMiLCJ0IjoiMjAyNi0wNC0wNVQxMTozNzo0NC45MDc5MTUzNjVaIn19.AMTcEZ0756baP6Mu221wboINlOewxceBXfNH7ZTfzVU&adType=booster,101 500 €,,5,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кодру, Центр, str-la 4 Valea Apelor, 2/A",,103571196,58 м²,Квартира с ливингом,Продам,Белый вариант,8,,"2-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",Гараж
Застройщик,,1,135,,https://999.md/ru/103979830,109 800 €,,8,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, 65/3",,103979830,54 м²,Квартира без ливинга,Продам,Eвроремонт,9,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,Нет,143,,https://999.md/ru/103968439,37 900 €,,1,Вторичный,,1-комнатная квартира,"Бельцы мун., Бельцы, 10 квартал, ул. 1 Мая, 9/A",,103968439,33 м²,,Продам,Косметический pемонт,10,,"1-комнатная квартира,  10 квартал,  Бельцы,  Бельцы мун.",
Агентство,,,,,https://999.md/ru/102042829,179 900 €,,4,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, Nicolae Testimiteanu , 19",,102042829,64 м²,Квартира с ливингом,Продам,,14,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Подземная
Частное лицо,,,,,https://999.md/ru/103777773,66 000 €,,5,Новострой,,1-комнатная квартира,"Криуляны, Криуляны, Центр, bd. Biruinței, 20",,103777773,40 м²,Квартира с ливингом,Продам,Eвроремонт,6,,"1-комнатная квартира,  Центр,  Криуляны,  Криуляны",
Частное лицо,,2,,,https://999.md/ru/102972710,108 000 €,,6,Вторичный,,3-х комнатная квартира,"Бельцы мун., Бельцы, Центр, str. Alexandr Pușkin, 10",,102972710,100 м²,Квартира с ливингом,Продам,Eвроремонт,10,,"3-х комнатная квартира,  Центр,  Бельцы,  Бельцы мун.",
Частное лицо,,1,,,https://999.md/ru/103827805,175 900 €,,11,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 3/1",,103827805,82 м²,Квартира с ливингом,Продам,Eвроремонт,14,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/101439370,103 850 €,,4,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кодру, Центр, str. Valea Apelor, 21/A",,101439370,67 м²,Квартира с ливингом,Продам,Белый вариант,8,,"2-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",
Застройщик,,,,,https://999.md/ru/103973934,95 040 €,,4,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Vadul lui Voda, 30",,103973934,72 м²,Квартира с ливингом,Продам,Белый вариант,10,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Подземная
Частное лицо,Lagmar Impex,1,,68 м²,https://999.md/ru/101796915,150 000 €,15 м²,3,Новострой,1,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Florării, 4",,101796915,70 м²,Квартира с ливингом,Продам,Eвроремонт,12,Mонолитный,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Застройщик,Golban Trade,1,,,https://999.md/ru/103974181,46 150 €,,5,Новострой,1,1-комнатная квартира,"Кишинёв мун., Дурлешты, Окраина, ул. Николае Димо, 101",,103974181,40 м²,Квартира с ливингом,Продам,Белый вариант,9,,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Подземная
Частное лицо,Exfactor-grup,,,,https://999.md/ru/103914559,117 000 €,,2,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",,103914559,49 м²,Квартира с ливингом,Продам,Сдан в эксплуатацию,10,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
Застройщик,,,Индивидуальная,,https://999.md/ru/103984596,44 500 €,,1,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Mircea Eliade, 22",,103984596,35 м²,,Продам,Без ремонта,1,Kотельцовый,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,Lagmar Impex,1,,,https://999.md/ru/102102657,108 750 €,,5,Новострой,2,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, ул. Каля Мошилор, 4",,102102657,75 м²,Квартира с ливингом,Продам,Белый вариант,16,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,1,,,https://999.md/ru/103012596,109 000 €,,10,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Paris, 34/4",,103012596,63 м²,,Продам,Eвроремонт,10,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
Агентство,,1,Индивидуальная,,https://999.md/ru/103669346,57 000 €,,2,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, *",,103669346,41 м²,,Продам,Белый вариант,9,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,,,Хрущевка,,https://999.md/ru/103649578,92 500 €,,1,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 15",,103649578,45 м²,Квартира с ливингом,Продам,Eвроремонт,5,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
,,1,,,https://999.md/ru/103277381,34 500 €,,4,Вторичный,,2-х комнатная квартира,"Сороки, Сороки, Окраина, Дмитрий Кантемир, 9",,103277381,46 м²,,Продам,,5,,"2-х комнатная квартира,  Окраина,  Сороки,  Сороки",Oткрытое
Частное лицо,,3,,,https://999.md/ru/103984415,550 000 €,,10,Новострой,2,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, bd. Ştefan cel Mare şi Sfânt, 169",,103984415,129 м²,Квартира с ливингом,Продам,Индивидуальный дизайн,14,Kомбинированный,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,,1,,,https://999.md/ru/103533134,91 900 €93 900 €,,3,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, 11/2",,103533134,44 м²,Квартира с ливингом,Продам,Eвроремонт,5,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Oткрытое
Застройщик,,,,,https://999.md/ru/101852040,92 900 €,,3,Вторичный,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 8",,101852040,55 м²,Квартира с ливингом,Продам,,5,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103061574,111 000 €,,4,Новострой,1,2-х комнатная квартира,Расположение,,103061574,79 м²,,Продам,Белый вариант,6,Kирпичный,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Подземная
Застройщик,A-casa,1,135,28 м²,https://999.md/ru/103931937,36 300 €,5 м²,1,Вторичный,1,1-комнатная квартира,"Бельцы мун., Бельцы, 10 квартал, str. Suceava, 15",250 см,103931937,33 м²,Квартира без ливинга,Продам,Без ремонта,9,Kомбинированный,"1-комнатная квартира,  10 квартал,  Бельцы,  Бельцы мун.",Oткрытое
Агентство,,Нет,Индивидуальная,,https://999.md/ru/103944591,185 900 €,,9,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, ул. Трандафирилор, .",,103944591,73 м²,Квартира с ливингом,Продам,Eвроремонт,10,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Oткрытое
Застройщик,,,,,https://999.md/ru/103984169,84 963 €,,6,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6",,103984169,39 м²,,Продам,Белый вариант,10,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/102814669,127 000 €,,1,Вторичный,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 1",,102814669,73 м²,,Продам,,9,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
Агентство,,,,42 м²,https://999.md/ru/103689109,82 000 €,,5,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo 13/4, 13",,103689109,42 м²,,Продам,Eвроремонт,5,Kотельцовый,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103921657,67 000 €,,4,Вторичный,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Старая Почта, str. Gheorghe Madan, 87/5",,103921657,37 м²,,Продам,,5,,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103803945,209 000 €,,3,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 110",,103803945,92 м²,Квартира с ливингом,Продам,,6,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103311691,36 900 €,,2,Вторичный,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, str. Vasile Cheltuială, 9/2",,103311691,27 м²,,Продам,,7,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/102830936,109 900 €119 900 €,,2,Вторичный,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 14",,102830936,49 м²,,Продам,Eвроремонт,5,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/102305422,70 750 €,,10,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Ialoveni, 0",,102305422,57 м²,Квартира с ливингом,Продам,Белый вариант,13,,"2-х комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",
Агентство,,,Индивидуальная,,https://999.md/ru/103891224,25 000 €,,3,Новострой,1,1-комнатная квартира,"Кишинёв мун., Бубуечь, Центр, str. Zidarilor, .",,103891224,11 м²,,Продам,Eвроремонт,6,,"1-комнатная квартира,  Центр,  Бубуечь,  Кишинёв мун.",Oткрытое
Агентство,,,,,https://999.md/ru/101821519,320 000 €,,16,Новострой,3,4-x комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renasterii Nationale, 0",,101821519,215 м²,Квартира с ливингом,Продам,Белый вариант,16,,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Агентство,,Нет,Индивидуальная,,https://999.md/ru/102737416,163 000 €,,4,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu;, .",,102737416,63 м²,Квартира с ливингом,Продам,Eвроремонт,8,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Oткрытое
Застройщик,Inamstro,1,,,https://999.md/ru/103807639,228 000 €,,6,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Constantin Stere, 16",,103807639,89 м²,Квартира с ливингом,Продам,Белый вариант,12,Kирпичный,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Агентство,,1,Индивидуальная,,https://999.md/ru/103725451,220 000 €,,12,Новострой,2,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, .",,103725451,174 м²,,Продам,Белый вариант,12,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,,,,,https://999.md/ru/103742232,29 999 €,,8,Вторичный,,Комната,"Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 4/2",,103742232,15 м²,,Продам,,10,,"Комната,  Чокана,  Кишинёв,  Кишинёв мун.",
Частное лицо,,,,,https://999.md/ru/103712264,29 999 €,,8,Вторичный,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Petru Zadnipru, 4/2",,103712264,15 м²,,Продам,,10,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
Агентство,,1,Индивидуальная,,https://999.md/ru/103503123,91 900 €,,3,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, .",,103503123,44 м²,,Продам,Eвроремонт,5,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,,Индивидуальная,,https://999.md/ru/103203151,75 900 €,,11,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Tecuci, .",,103203151,39 м²,,Продам,Eвроремонт,11,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,1,Индивидуальная,,https://999.md/ru/102930781,57 700 €,,6,Вторичный,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, ул. Индепенденцей, .",,102930781,34 м²,,Продам,Eвроремонт,6,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,1,,,https://999.md/ru/103880240,57 000 €,,3,Вторичный,1,1-комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Testemitanu, .",,103880240,31 м²,,Продам,Eвроремонт,5,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",
Агентство,,1,Индивидуальная,,https://999.md/ru/103003347,111 900 €,,4,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, .",,103003347,54 м²,Квартира с ливингом,Продам,Eвроремонт,10,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,,Индивидуальная,,https://999.md/ru/103723257,131 500 €,,5,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, .",,103723257,61 м²,,Продам,Eвроремонт,12,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,1,Индивидуальная,,https://999.md/ru/101403870,77 440 €,,8,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, .",,101403870,64 м²,,Продам,Белый вариант,9,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Oткрытое
Агентство,,1,,,https://999.md/ru/102497572,70 000 €73 900 €,,5,Вторичный,2,3-х комнатная квартира,"Оргеев, Оргеев, Центр, str. Mihai Eminescu, 19",,102497572,70 м²,Квартира без ливинга,Продам,Без ремонта,9,Панельный,"3-х комнатная квартира,  Центр,  Оргеев,  Оргеев",Oткрытое
Агентство,,,,55 м²,https://999.md/ru/102507413,119 000 €,,4,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 27/1",,102507413,55 м²,,Продам,Eвроремонт,9,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
Агентство,Exfactor-grup,,,73 м²,https://999.md/ru/102506798,138 500 €,,9,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, Alba Iulia, 77/6",275 см,102506798,73 м²,Квартира с ливингом,Продам,Eвроремонт,12,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
Застройщик,,,,,https://999.md/ru/103444660?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTI4NzYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM0NDQ2NjAiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiMjA0OTQyY2YtYTE1OS00YTgyLTk4MDQtMzg5NjFkZjBhMWQ1IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQxMTo0MToxNi43NjI3MzE5MjJaIn19.IGhMfAu8so_PGWKfboBIQL6T4iOG6cBKFOOkSklNZeo&adType=booster,134 200 €,,2,Новострой,,2-х комнатная квартира,"Кишинёв мун., str. Tudor Strișcă, 19/2",,103444660,53 м²,,Продам,,16,,"2-х комнатная квартира,  Кишинёв мун.",
Частное лицо,,1,,31 м²,https://999.md/ru/103473432?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTI4NzYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM0NzM0MzIiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiOGY1NGEzZDAtYWFjNy00ZGYzLWE1MjctMmMzYzJmNWUzYzM1IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQxMTo0MToxNi43NjI5MTI3ODRaIn19.lK1uR7ZmP_vhyjemdMJyBCvdGkrg50D7EzB2SE63efY&adType=booster,86 000 €,,11,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, ул. Албишоара, 82/1",,103473432,49 м²,Квартира с ливингом,Продам,Косметический pемонт,15,Mонолитный,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Агентство,Exfactor-grup,1,,,https://999.md/ru/103875067,199 500 €,,4,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28a",,103875067,72 м²,Квартира с ливингом,Продам,Eвроремонт,14,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,Estate Invest Company,,,,https://999.md/ru/103875308,119 900 €,,10,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, ул. Яловень, 64",,103875308,54 м²,Квартира с ливингом,Продам,Eвроремонт,14,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,,1,,,https://999.md/ru/100807041,99 990 €,,4,Новострой,2,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, bd. Traian, 21/4",,100807041,77 м²,Квартира с ливингом,Продам,Белый вариант,10,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,1,Индивидуальная,,https://999.md/ru/103794442,99 900 €,,2,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, бул. Траян, 23/1",,103794442,60 м²,,Продам,Eвроремонт,16,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,,,,,https://999.md/ru/103920147,70 000 €,,5,Новострой,,1-комнатная квартира,Расположение,,103920147,44 м²,Квартира без ливинга,Продам,Белый вариант,9,,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103752759,46 500 €,,1,Вторичный,,3-х комнатная квартира,"Новые Анены, Спея, Центр, pacii, 1",,103752759,81 м²,Квартира с ливингом,Продам,Косметический pемонт,4,,"3-х комнатная квартира,  Центр,  Спея,  Новые Анены",
Агентство,,,,,https://999.md/ru/103615363,49 999 €,,1,Вторичный,,2-х комнатная квартира,"Бельцы мун., Бельцы, Автовокзал, bd. Larisa, -",,103615363,45 м²,,Продам,,9,,"2-х комнатная квартира,  Автовокзал,  Бельцы,  Бельцы мун.",
Агентство,,,,,https://999.md/ru/103564130,71 760 €,,4,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, ---",,103564130,46 м²,,Продам,,9,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Агентство,,1,,,https://999.md/ru/103550831,93 900 €,,3,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, ул. Николай Димо, 11/2",,103550831,44 м²,,Продам,Eвроремонт,5,Kотельцовый,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Oткрытое
Застройщик,,2,,,https://999.md/ru/103429162,107 500 €,,3,Новострой,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, str. Schinoasa-Vale, 3",275 см,103429162,84 м²,Квартира с ливингом,Продам,Белый вариант,7,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Подземная
Застройщик,,2,,,https://999.md/ru/103429103,87 750 €,,3,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, str. Schinoasa-Vale, 3",275 см,103429103,65 м²,Квартира с ливингом,Продам,Белый вариант,5,Kирпичный,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Подземная
Застройщик,,2,,,https://999.md/ru/103429051,63 900 €,,3,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, str. Schinoasa-Vale, 3",275 см,103429051,45 м²,Квартира с ливингом,Продам,Белый вариант,5,Kирпичный,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,Eldorado Terra,2,,,https://999.md/ru/89754038,295 000 €,,14,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1",,89754038,93 м²,Квартира с ливингом,Продам,Eвроремонт,16,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,,,,,https://999.md/ru/102952518,105 600 €,,4,Новострой,1,1-комнатная квартира,"Кишинёв мун., Дурлешты, Окраина, str. Bisericii, 1",,102952518,55 м²,Квартира с ливингом,Продам,Eвроремонт,4,Mонолитный,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Oткрытое
Агентство,Solomon Construct Imobil,,,74 м²,https://999.md/ru/102187644,110 925 €,,1,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, Grenoble, 134/4",,102187644,74 м²,Квартира с ливингом,Продам,Белый вариант,12,Mонолитный,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Агентство,,1,,,https://999.md/ru/102495883,85 500 €,,1,Вторичный,2,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 35",,102495883,62 м²,Квартира без ливинга,Продам,Косметический pемонт,6,Kотельцовый,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,Lagmar Impex,1,,16 м²,https://999.md/ru/101332049,62 500 €,14 м²,4,Новострой,1,1-комнатная квартира,Расположение,280 см,101332049,43 м²,,Продам,Белый вариант,9,Kотельцовый,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Агентство,Sky House,1,,39 м²,https://999.md/ru/102071992,64 300 €,,14,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 10",,102071992,39 м²,,Продам,Белый вариант,18,Kирпичный,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,Sky House,1,,54 м²,https://999.md/ru/102070001,84 800 €89 100 €,,11,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 10",,102070001,54 м²,Квартира без ливинга,Продам,Белый вариант,18,Kирпичный,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,Lagmar Impex,1,,73 м²,https://999.md/ru/102002740,109 000 €113 500 €,,7,Новострой,1,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Moșilor, 4",,102002740,73 м²,Квартира с ливингом,Продам,Белый вариант,9,Kирпичный,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,,2,,0 м²,https://999.md/ru/83128603,125 350 €,0 м²,15,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Moșilor, .",0 см,83128603,109 м²,,Продам,Белый вариант,16,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,1,Индивидуальная,,https://999.md/ru/87116095,65 760 €,,3,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, .",,87116095,48 м²,,Продам,Белый вариант,9,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Oткрытое
Застройщик,,1,,,https://999.md/ru/103850510,140 900 €,,6,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Durleşti, 10/F",,103850510,70 м²,,Продам,Eвроремонт,7,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/102775096,81 500 €,,1,Новострой,,2-х комнатная квартира,"Кишинёв мун., Дурлешты, Окраина, ул. Картуша, 95",,102775096,62 м²,,Продам,,9,,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",
Агентство,,,,61 м²,https://999.md/ru/86587161,83 500 €,,2,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",,86587161,62 м²,,Продам,Белый вариант,9,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,,1,Индивидуальная,,https://999.md/ru/102954064,91 200 €,,2,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, .",,102954064,65 м²,,Продам,Белый вариант,9,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Oткрытое
