Балкон / лоджия,Планировка,Застройщик,link,Площадь кухни,Ливинг,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
,,Solomon Construct Imobil,https://999.md/ru/103362548?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNjI1NDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNjMwN2RiYzUtM2I0YS00NGY2LWJmZjgtOTBlMDU5YzlhOGFhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxNzozNzowNy45MzE2NjIyWiJ9fQ.VqYIdXobOWxwTT7K5-h8klWyeIhvYCOKoXJ2-VRsIQE&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=8,15 м²,Квартира с ливингом,Oткрытое,2,2,,189 000 €,9,71 м²,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 63",103362548,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103996333?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5OTYzMzMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiOWZkMDQ3MjQtOTM1Zi00YjAxLTk4MGEtM2UyZDBiODc4ODEwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzozNzowNy45MzE3OTk0NTJaIn19.cVfdexuAMtQyGRMVv3Kn_CtcgsbDU0pg_0cfofZPoYI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,,Квартира с ливингом,Oткрытое,2,1,,82 900 €,2,90 м²,"Кишинёв мун., Кишинёв, Центр, ул. Поштей, 92",103996333,Вторичный,Kотельцовый,73 м²,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103806249?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MDYyNDkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYjUyY2ZiMmUtNzJlMC00N2FlLTg3ZmQtYzE0Y2E5Mzk4OTljIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzozNzowNy45MzE4NjM4NTVaIn19.uKX5PkEaBrk3oybG-il6z3k0QWtZS1T5t1IC379mmUs&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,,,,2,,,87 500 €,5,45 м²,Расположение,103806249,Вторичный,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/59160921?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI1OTE2MDkyMSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InBybyIsImwiOiJiNDEwMzQwNS00MjZiLTRlMGMtOWViOC03ZjRkY2RmNzMyYTQiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA0LTIwVDE3OjM3OjA3LjkzMTg4Njk1MVoifX0.aAkGwmazZ6QKRI6HGbkFwsJ78YEl34hae6Hn02D6Zp0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,,,,2,,,699 MDL,11,32 м²,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/a",59160921,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Агентство,1-комнатная квартира,
,,,https://999.md/ru/78925415?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3ODkyNTQxNSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InBybyIsImwiOiIzZTU1ODhmOS1mYTc5LTQ4NmItYmE5My0yZDNhNDgxMTgxODYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE3OjM3OjA3LjkzMTkwODM3NloifX0.a3BZLuBbY4K3MeWSKASfd1KOrQ6HQ-Ks98Za1shHfFY&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,,,,4,,,400 €,5,45 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 13/8",78925415,Вторичный,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Застройщик,2-х комнатная квартира,
,Индивидуальная,,https://999.md/ru/37527564?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIzNzUyNzU2NCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJjYjE3ZDNmMi00NGJhLTQ0YTUtYjk5NS03NmViYTc0Y2IzMTYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE3OjM3OjA3LjkzMTMyMDIyNloifX0.kMfpG7Q9Vs__6PCgtosLEkmu-wGtTd6ExssBqxKccVA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,15 м²,,Oткрытое,9,,3 см,25 €,10,45 м²,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",37527564,Новострой,Mонолитный,30 м²,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Застройщик,1-комнатная квартира,Eвроремонт
,,,https://999.md/ru/84343494?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NDM0MzQ5NCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJhYzcxM2Q1NC0xOWRhLTQxNzEtYmExNy1jMDJkNmFjZmQ1ZDAiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJsaXRlIiwidCI6IjIwMjYtMDQtMjBUMTc6Mzc6MDcuOTMxMzgyOTkxWiJ9fQ.d_kdVwEfhXEfbhiBrrlgpEHAoMayU4cJkI2gUyAQFHQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,,,,2,,,500 MDL,5,50 м²,"Кишинёв мун., Кишинёв, Центр, str. Grădinilor, 23",84343494,Вторичный,Kотельцовый,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Частное лицо,1-комнатная квартира,
1,,,https://999.md/ru/103246088?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMyNDYwODgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMmI3MjU4OGYtMzBhZi00OWIzLWE2ZTUtZjcyNjExZGFiYzRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjM3OjA3LjkzMTQzMDExMloifX0.61tQjMJMmA_XPOhP7e3q-82bbO8fF6KWYmyS3sOXFmc&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,,,,9,1,,799 MDL,14,55 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Constantin Vârnav, 20/2",103246088,Новострой,Kирпичный,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Агентство,1-комнатная квартира,Eвроремонт
,,,https://999.md/ru/103867501?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4Njc1MDEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNjNmMDg1NDAtOGMxYy00ZWI4LWI5NTEtYmFmNjJmNDExMmUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjM3OjA3LjkzMTQ2MjgyNFoifX0.o_KdvDyXp1WneANtr8XE7AlM97cN8iR53fQLxWoefs4&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,,Квартира без ливинга,Oткрытое,8,1,,50 €,17,64 м²,"Кишинёв мун., Кишинёв, Центр, str. Melestiu, 26/10",103867501,Новострой,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Частное лицо,2-х комнатная квартира,
1,Индивидуальная,,https://999.md/ru/103928056?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MjgwNTYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiNmYzYzVkYzUtOTMwOC00ODUwLTg4ZDQtZTZhZDgxMjI4NjgwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzozNzowNy45MzE1NzI4NTlaIn19.CUSTO9Bt8HOgwQi-uoJKGvO4j-c4W-wFsIEnNQ036UU&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,27 м²,Квартира с ливингом,Гараж,6,1,2800 см,175 000 €,8,77 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Socoleni, 2A",103928056,Новострой,Kирпичный,34 м²,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,Stroy Invest,https://999.md/ru/50556204?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI1MDU1NjIwNCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InByZW1pdW0iLCJsIjoiNmE0NmJkODctMTQzMi00MzUzLWJjZGUtMmJkYWZjNjYyMjFmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjM3OjA3LjkzMTU5Nzk3M1oifX0.pS_P5pwhoavq5Ngic4t9zBVGt4h45HuUQmI9kqSXqNQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,,Квартира с ливингом,Oткрытое,2,1,,1 500 €,4,75 м²,"Кишинёв мун., Кишинёв, Буюканы, Primaverii, 11",50556204,Новострой,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Застройщик,3-х комнатная квартира,Eвроремонт
,,Lagmar Impex,https://999.md/ru/103723243?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3MjMyNDMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTc6Mzc6MDcuOTMxNjM5NjA2WiJ9fQ.BAu4KDbahbHJfrjAazu2wGPq7NbLFOE38T8IHBpBf_M&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=7,,Квартира с ливингом,Oткрытое,10,1,,127 000 €,12,41 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornesti, 17",103723243,Новострой,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Агентство,1-комнатная квартира,
,,Solomon Construct Imobil,https://999.md/ru/103362548?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNjI1NDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNjMwN2RiYzUtM2I0YS00NGY2LWJmZjgtOTBlMDU5YzlhOGFhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxNzozNzowNy45MzE2NjIyWiJ9fQ.VqYIdXobOWxwTT7K5-h8klWyeIhvYCOKoXJ2-VRsIQE&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=8,15 м²,Квартира с ливингом,Oткрытое,2,2,,189 000 €,9,71 м²,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, 63",103362548,Новострой,,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
1,Индивидуальная,,https://999.md/ru/103996333?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5OTYzMzMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiOWZkMDQ3MjQtOTM1Zi00YjAxLTk4MGEtM2UyZDBiODc4ODEwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzozNzowNy45MzE3OTk0NTJaIn19.cVfdexuAMtQyGRMVv3Kn_CtcgsbDU0pg_0cfofZPoYI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,,Квартира с ливингом,Oткрытое,2,1,,82 900 €,2,90 м²,"Кишинёв мун., Кишинёв, Центр, ул. Поштей, 92",103996333,Вторичный,Kотельцовый,73 м²,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/103806249?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MDYyNDkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYjUyY2ZiMmUtNzJlMC00N2FlLTg3ZmQtYzE0Y2E5Mzk4OTljIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzozNzowNy45MzE4NjM4NTVaIn19.uKX5PkEaBrk3oybG-il6z3k0QWtZS1T5t1IC379mmUs&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,,,,2,,,87 500 €,5,45 м²,Расположение,103806249,Вторичный,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/59160921?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI1OTE2MDkyMSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InBybyIsImwiOiJiNDEwMzQwNS00MjZiLTRlMGMtOWViOC03ZjRkY2RmNzMyYTQiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA0LTIwVDE3OjM3OjA3LjkzMTg4Njk1MVoifX0.aAkGwmazZ6QKRI6HGbkFwsJ78YEl34hae6Hn02D6Zp0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,,,,2,,,699 MDL,11,32 м²,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/a",59160921,Новострой,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Агентство,1-комнатная квартира,
,,,https://999.md/ru/78925415?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTAyMjcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3ODkyNTQxNSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InBybyIsImwiOiIzZTU1ODhmOS1mYTc5LTQ4NmItYmE5My0yZDNhNDgxMTgxODYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE3OjM3OjA3LjkzMTkwODM3NloifX0.a3BZLuBbY4K3MeWSKASfd1KOrQ6HQ-Ks98Za1shHfFY&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,,,,4,,,400 €,5,45 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 13/8",78925415,Вторичный,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Застройщик,2-х комнатная квартира,
