Балкон / лоджия,Планировка,Застройщик,link,Ливинг,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
1,Индивидуальная,David's Capital,https://999.md/ru/103442192?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM0NDIxOTIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMDI2ZGNiOWQtMWMyYy00ODAwLTk1OGUtNGNhMWRmYmRmNjkxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk3NTQwNzlaIn19.8ROaLMRxAF89ntPi7TeAkOFt3JASW-LMdtcalg8Qnj4&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,,19 м²,Подземная,10,1,,99 000 €,13,50 м²,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 45",103442192,Новострой,Kомбинированный,31 м²,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,Белый вариант
,,Inamstro,https://999.md/ru/103593182?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1OTMxODIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTg6Mzg6MDcuOTE5Nzc2NzI3WiJ9fQ.rmDXN-GSxxa5FbJgXwq6xGEcuXxZJqC-xMXSQyuvqag&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,Квартира с ливингом,,Oткрытое,10,1,,219 900 €,14,68 м²,"Кишинёв мун., Кишинёв, Центр, str. Calea Ieșilor, 6",103593182,Новострой,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103861839?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4NjE4MzkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYmRiZThhZDQtODliNi00OTk5LWEyZDUtMWMyZGU3YzVjZTc5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk3OTEwNzdaIn19.lp8632o3d0-7kO0PDRvtgkzXZ3jUND-pIZAiYOXyXDg&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,Квартира с ливингом,,,4,,,154 900 €,6,70 м²,"Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 91/1",103861839,Новострой,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/101764519?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3NjQ1MTkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMjJlMDZhOTItYzIzOS00NzFiLWEyOGItYTJiMzMwZjY0NTI2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA3LjkxOTgxMzI2M1oifX0.fONjRvsycz8n8LjibypXa_TIWD9r4AOSryOtquQnQtA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,Квартира с ливингом,,Подземная,3,2,295 см,98 900 €,6,86 м²,"Кишинёв мун., Криково, Центр, str. Chişinău, 81",101764519,Новострой,Mонолитный,,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
2,,Metropolis City,https://999.md/ru/104093138?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTMxMzgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImUxNWU2MGNjLWQ2MTgtNDQ0OS1hMjQ1LTBlZTQ4Y2Y1MjBjZCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk0NzU5NjhaIn19.-3EKelrxi1pdmtJuXQy01jhnXztJ1R3bUSeYoc5wi68&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,,,Подземная,5,2,,76 354 €,7,68 м²,"Кишинёв мун., Кишинёв, Ботаника, пр-т Дачия, 59",104093138,Новострой,Kотельцовый,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
1,Индивидуальная,,https://999.md/ru/104116587?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTY1ODciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYTQyMzI4ZjYtMDZmOS00YTA5LWE3ODEtNDZlMzBkMTAyZjI1IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA3LjkxOTUyMDAzNFoifX0.5ulDKu-FtGQPg7tmoLLufOMem3JjEevB6OGffrWF654&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,Квартира с ливингом,25 м²,Oткрытое,4,1,260 см,139 999 €,5,65 м²,"Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, 326",104116587,Вторичный,Kотельцовый,40 м²,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Eвроремонт
,,Estate Invest Company,https://999.md/ru/103695492?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2OTU0OTIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMzI1MzE1MTItMjNlZS00ZWMxLTk0NWUtYmZiNWQ2MDc2YjFlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA3LjkxOTUzMzcyMloifX0.K2Z3Z4lGMqwF9ESRYPvxRzq4UVWfPimo9WWDkTSUtD4&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,Квартира с ливингом,,,5,2,,159 900 €,12,90 м²,Расположение,103695492,Новострой,Kирпичный,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,2-х комнатная квартира,Сдан в эксплуатацию
2,,Ecovzor,https://999.md/ru/102433684?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI0MzM2ODQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiODVmZTRiMzQtYjgxMS00ZGQ5LTllMTgtZmIyZjMyOGFmYWUzIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk1NjIxOTJaIn19.Xjo7FXK7Cxlm3WuPsUi2RCF2AVWiCgg6ISxM3-9F8LI&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,Квартира с ливингом,,Гараж,13,2,,280 500 €,14,170 м²,"Кишинёв мун., Кишинёв, Старая Почта, ул. Язулуй, 38",102433684,Новострой,,,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Белый вариант
,,Inamstro,https://999.md/ru/102448359?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI0NDgzNTkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiM2UwMTBlM2ItMmUzMi00NTlkLTgxYjUtZTEwNzA0YjdmN2Q2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA3LjkxOTYzMDU4M1oifX0.KlunXypAq5PDFuoHV0-6n7tFeyHMbSaR79QSgYMcC-w&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,,,,4,,,82 800 €,12,46 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 18/1",102448359,Новострой,,46 м²,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,Комната,Белый вариант
1,Индивидуальная,,https://999.md/ru/103996333?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5OTYzMzMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiOWZkMDQ3MjQtOTM1Zi00YjAxLTk4MGEtM2UyZDBiODc4ODEwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk2NDMyNjdaIn19.uMaucRp2ef5MeSh1bmk0b9pF1ozmCVenEQJ0ucNhgsU&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,Квартира с ливингом,,Oткрытое,2,1,,82 900 €,2,90 м²,"Кишинёв мун., Кишинёв, Центр, ул. Поштей, 92",103996333,Вторичный,Kотельцовый,73 м²,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
Нет,Индивидуальная,,https://999.md/ru/104020829?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMjA4MjkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiN2IyZTJiYWUtMmQ2Ny00ZTQzLTkwMzItZDc3MTY0YzZiMmFmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk2ODUwMTFaIn19.gHv_C_EWQQP-bciG97LKPUFDSXI_Vtky7cCQ1im7Nso&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=7,Квартира с ливингом,,Oткрытое,1,1,,320 €,2,40 м²,"Кишинёв мун., Гратиешты, Окраина, str. Sfînta Treime, 16",104020829,Вторичный,,40 м²,"Комната,  Окраина,  Гратиешты,  Кишинёв мун.",Сдаю помесячно,Застройщик,Комната,Eвроремонт
1,,,https://999.md/ru/103829548?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4Mjk1NDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiN2Q1ZjZlNzItNDE1Yy00N2JmLTkxNTAtZWRlOTFjZGQyZDhlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk2OTk4NjdaIn19.mpSQ79M8ru7BJAYpxA8n9N9PuieLsXd051ic3sdOj9k&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=8,Квартира с ливингом,,Подземная,7,2,,249 000 €,9,117 м²,"Кишинёв мун., Кишинёв, Рышкановка, str. Academician Sergiu Radautanu, 3",103829548,Новострой,,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
1,Индивидуальная,David's Capital,https://999.md/ru/103442192?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM0NDIxOTIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMDI2ZGNiOWQtMWMyYy00ODAwLTk1OGUtNGNhMWRmYmRmNjkxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk3NTQwNzlaIn19.8ROaLMRxAF89ntPi7TeAkOFt3JASW-LMdtcalg8Qnj4&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,,19 м²,Подземная,10,1,,99 000 €,13,50 м²,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 45",103442192,Новострой,Kомбинированный,31 м²,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,Белый вариант
,,Inamstro,https://999.md/ru/103593182?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1OTMxODIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTg6Mzg6MDcuOTE5Nzc2NzI3WiJ9fQ.rmDXN-GSxxa5FbJgXwq6xGEcuXxZJqC-xMXSQyuvqag&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,Квартира с ливингом,,Oткрытое,10,1,,219 900 €,14,68 м²,"Кишинёв мун., Кишинёв, Центр, str. Calea Ieșilor, 6",103593182,Новострой,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Агентство,2-х комнатная квартира,Eвроремонт
,,,https://999.md/ru/103861839?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4NjE4MzkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYmRiZThhZDQtODliNi00OTk5LWEyZDUtMWMyZGU3YzVjZTc5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxODozODowNy45MTk3OTEwNzdaIn19.lp8632o3d0-7kO0PDRvtgkzXZ3jUND-pIZAiYOXyXDg&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,Квартира с ливингом,,,4,,,154 900 €,6,70 м²,"Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 91/1",103861839,Новострой,,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
1,,,https://999.md/ru/101764519?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTM4ODcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3NjQ1MTkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMjJlMDZhOTItYzIzOS00NzFiLWEyOGItYTJiMzMwZjY0NTI2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE4OjM4OjA3LjkxOTgxMzI2M1oifX0.fONjRvsycz8n8LjibypXa_TIWD9r4AOSryOtquQnQtA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,Квартира с ливингом,,Подземная,3,2,295 см,98 900 €,6,86 м²,"Кишинёв мун., Криково, Центр, str. Chişinău, 81",101764519,Новострой,Mонолитный,,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
