Количество комнат,link,Парковочное место,id,Количество этажей,title,Тип,Планировка,Жилая площадь,price,Балкон / лоджия,Высота потолков,Санузел,Ливинг,Этаж,Адрес,Состояние квартиры,Автор объявления,Тип здания,Общая площадь,Жилой фонд,Застройщик,Площадь кухни
1-комнатная квартира,https://999.md/ru/103926940?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzkxMDUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MjY5NDAiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiYTU4ZmJkZjEtMWY5MC00ZTFiLTlkY2UtNzFmM2RkNjEzN2Y5IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQwNzo1MTo0NS4yODY2NDczNFoifX0.t_QZOkc4wEXTc_NXcM3MzV5iS_ekSjaVVk_F6LLzSjs&adType=booster,,103926940,9,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,106 900 €,1,280 см,1,Квартира с ливингом,6,"Кишинёв мун., Кишинёв, Буюканы, str. Mihail Odatiuc, 36",Eвроремонт,Застройщик,,42 м²,Новострой,Golban Trade,
2-х комнатная квартира,https://999.md/ru/102838156,,102838156,21,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,165 000 €,1,,1,Квартира с ливингом,12,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, .",Eвроремонт,Агентство,,72 м²,Новострой,,
3-х комнатная квартира,https://999.md/ru/102506584,,102506584,9,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,123 500 €,1,,2,Квартира с ливингом,1,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",Белый вариант,,,88 м²,Новострой,Exfactor-grup,
4-x комнатная квартира,https://999.md/ru/103793997,Подземная,103793997,9,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,415 000 €,1,,2,,9,"Кишинёв мун., Кишинёв, Центр, 31 August 1989, 64",Eвроремонт,Агентство,,142 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103986119,,103986119,9,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,42 500 €,,,,,2,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 94/1",Eвроремонт,Агентство,,24 м²,Вторичный,,2 м²
Комната,https://999.md/ru/103546382,,103546382,5,"Комната,  Кишиневский мост,  Бельцы,  Бельцы мун.",Продам,,,16 000 €,,,,,4,"Бельцы мун., Бельцы, Кишиневский мост, str-la Chișinăului, 5",,Частное лицо,Блочный,18 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/102950004,,102950004,10,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,220 000 €,,,1,Квартира с ливингом,2,"Кишинёв мун., Кишинёв, Буюканы, str. Onisifor Ghibu, 10",Eвроремонт,Агентство,,65 м²,Новострой,Flormin-Com,
4-x комнатная квартира,https://999.md/ru/103624071,Oткрытое,103624071,5,"4-x комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Брж (Брежневка),,107 000 €,1,,2,Квартира с ливингом,3,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Creangă, 78",Eвроремонт,Частное лицо,Kотельцовый,80 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103690241,,103690241,7,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,146 900 €,,,1,Квартира с ливингом,2,"Кишинёв мун., Кишинёв, Буюканы, str. Durlești, .",Eвроремонт,Агентство,,68 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103813798,,103813798,7,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,,46 м²,130 000 €,,,1,Квартира с ливингом,2,"Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi 13, 13",Eвроремонт,Агентство,,46 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103671243,Oткрытое,103671243,7,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,64 900 €,,,1,,6,"Кишинёв мун., Кишинёв, Буюканы, str. Sucevita, .",Eвроремонт,Агентство,,44 м²,Вторичный,,
3-х комнатная квартира,https://999.md/ru/103671168,Oткрытое,103671168,8,"3-х комнатная квартира,  Центр,  Яловены,  Яловены",Продам,Индивидуальная,,225 000 €,,,1,Квартира с ливингом,2,"Яловены, Яловены, Центр,  str. Alexandru cel Bun, 28/3",Eвроремонт,Агентство,Ячеистый Бетон,75 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103737921,Oткрытое,103737921,12,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,174 900 €,1,,1,Квартира с ливингом,9,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornești, 10",Eвроремонт,Агентство,,65 м²,Новострой,Lagmar Impex,
3-х комнатная квартира,https://999.md/ru/103871162,Подземная,103871162,9,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Мс (Молд. Серия),,129 900 €,2,,2,Квартира без ливинга,7,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătaru, 3",Eвроремонт,Агентство,,71 м²,Вторичный,,
3-х комнатная квартира,https://999.md/ru/103680593,Oткрытое,103680593,10,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,280 000 €,1,,2,Квартира с ливингом,10,"Кишинёв мун., Кишинёв, Чокана, ул. Николае Милеску-Спэтарул, 57",Eвроремонт,Агентство,,126 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103860938,Oткрытое,103860938,16,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,82 000 €,1,,1,Квартира с ливингом,6,"Кишинёв мун., Кишинёв, Рышкановка, ул. Тудор Владимиреску, 1/8",Белый вариант,Агентство,,45 м²,Новострой,Horus,
3-х комнатная квартира,https://999.md/ru/103571187,Oткрытое,103571187,13,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,,,219 000 €,Нет,,2,Квартира с ливингом,3,"Кишинёв мун., Кишинёв, Центр, str. Pan Halippa, 6",Eвроремонт,Агентство,,82 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103669080,Oткрытое,103669080,9,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,143,,105 000 €,1,,2,Квартира без ливинга,8,Расположение,Косметический pемонт,Агентство,Бетон,55 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/103807659,Oткрытое,103807659,12,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,107 500 €,1,,2,Квартира с ливингом,7,Расположение,Белый вариант,Агентство,,46 м²,Новострой,Exfactor-grup,
2-х комнатная квартира,https://999.md/ru/103765395,Oткрытое,103765395,9,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,165 000 €,1,,1,Квартира с ливингом,9,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 43/F",Eвроремонт,Агентство,,70 м²,Новострой,Basconslux,
2-х комнатная квартира,https://999.md/ru/103687555,,103687555,10,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,,,115 000 €,,,2,Квартира с ливингом,9,"Кишинёв мун., Кишинёв, Телецентр, ул. Спрынченоая, 3/L",Белый вариант,Агентство,,73 м²,Новострой,Basconslux,
1-комнатная квартира,https://999.md/ru/103859867,Oткрытое,103859867,16,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,69 900 €,Нет,,1,Квартира без ливинга,3,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 42",Eвроремонт,Агентство,Бетон,28 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/102104182,Oткрытое,102104182,16,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,75 200 €,1,,1,Квартира с ливингом,12,Расположение,Белый вариант,Агентство,,46 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103812467,Oткрытое,103812467,9,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,135,,106 900 €,1,,2,Квартира без ливинга,9,"Кишинёв мун., Кишинёв, Чокана, ул. Михаил Садовяну, 4/1",Eвроремонт,Агентство,,55 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/102104677,Oткрытое,102104677,16,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,89 600 €,1,,1,Квартира с ливингом,13,"Кишинёв мун., Кишинёв, Рышкановка, ул. Каля Мошилор, 4",Белый вариант,Агентство,,56 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/100664680,Oткрытое,100664680,4,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",Продам,,,66 250 €,1,,1,Квартира с ливингом,3,"Яловены, Яловены, Центр, ул. Григоре Виеру, 34",Белый вариант,Агентство,,53 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/102105336,Oткрытое,102105336,18,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,120 700 €,1,,2,Квартира с ливингом,11,Расположение,Белый вариант,Агентство,,81 м²,Новострой,Horus,
2-х комнатная квартира,https://999.md/ru/102103843,Oткрытое,102103843,16,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,81 500 €,1,,1,Квартира с ливингом,5,"Кишинёв мун., Кишинёв, Рышкановка, ул. Каля Мошилор, 4",Белый вариант,Агентство,,51 м²,Новострой,Lagmar Impex,
1-комнатная квартира,https://999.md/ru/102602205,Oткрытое,102602205,16,"1-комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",Продам,,,79 900 €,1,,1,Квартира с ливингом,15,"Кишинёв мун., Ставчены, Центр, -, -",Eвроремонт,Агентство,,45 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/102105875,Oткрытое,102105875,18,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,120 800 €,1,,2,Квартира с ливингом,10,"Кишинёв мун., Кишинёв, Рышкановка, ул. Тудор Владимиреску, 1",Белый вариант,Агентство,,81 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/102543575,Oткрытое,102543575,9,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Мс (Молд. Серия),,95 900 €,Нет,,2,Квартира без ливинга,7,"Кишинёв мун., Кишинёв, Чокана, ул. Петру Заднипру, 18/1",Eвроремонт,Агентство,,58 м²,Вторичный,,
3-х комнатная квартира,https://999.md/ru/103127388,Oткрытое,103127388,10,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,217 500 €,1,,1,Квартира с ливингом,6,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 43/F",Eвроремонт,Агентство,,98 м²,Новострой,Basconslux,
2-х комнатная квартира,https://999.md/ru/103118137,Oткрытое,103118137,14,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,220 000 €,1,,1,Квартира с ливингом,8,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28",Eвроремонт,Агентство,,69 м²,Новострой,Exfactor-grup,
1-комнатная квартира,https://999.md/ru/101792106?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzkzNTIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3OTIxMDYiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNGI4NDEzNjMtZTE5Yy00YWFjLTg5NmEtM2ZjZmM5MjBiNTI2IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJ0IjoiMjAyNi0wNC0wNVQwNzo1NTo1Mi43Nzg2NjUwNTJaIn19.5eHPHBLD6LEetiokZ6x-0p8LFpTnmfQBW8v2piqrCIU&adType=booster,,101792106,10,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,,,77 000 €,1,,1,Квартира с ливингом,2,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",Белый вариант,Частное лицо,,56 м²,Новострой,Lagmar Impex,
2-х комнатная квартира,https://999.md/ru/103433904,,103433904,13,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,200 000 €,1,,2,,6,"Кишинёв мун., Кишинёв, Буюканы, str. Mușatinilor, .",Eвроремонт,Агентство,,87 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103802295,Oткрытое,103802295,20,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,,,269 900 €,1,,1,Квартира с ливингом,9,"Кишинёв мун., Кишинёв, Центр, ул. Александру Хыждеу, 20",Eвроремонт,Агентство,,73 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103833390,Oткрытое,103833390,4,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Хрущевка,,59 900 €,1,,1,Квартира с ливингом,3,"Кишинёв мун., Кишинёв, Рышкановка, str. Andrei Doga, 23",Косметический pемонт,Агентство,,35 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103350255,Oткрытое,103350255,7,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,141 000 €,1,,2,,6,"Кишинёв мун., Кишинёв, Буюканы,  str. Durlești, 10",Eвроремонт,Агентство,Kотельцовый,70 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103955209,Oткрытое,103955209,9,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,228 000 €,,,2,Квартира с ливингом,4,"Кишинёв мун., Кишинёв, Буюканы, ул. Ион Буздуган, 13",Eвроремонт,Агентство,,87 м²,Новострой,Exfactor-grup,
2-х комнатная квартира,https://999.md/ru/103803889,Oткрытое,103803889,5,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,,,91 500 €,1,,1,,4,"Кишинёв мун., Кишинёв, Старая Почта, str. Gheorghe Madan, 46/3",Eвроремонт,Агентство,,50 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/102001355,,102001355,12,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,73 600 €,,,2,,4,"Кишинёв мун., Кишинёв, Телецентр, Ialoveni, 136",Белый вариант,Агентство,Kирпичный,68 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103440023,,103440023,9,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,32 900 €,,,1,,8,"Кишинёв мун., Кишинёв, Чокана, str. Maria Drăgan, .",Eвроремонт,Агентство,,19 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/103449353,,103449353,12,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,109 900 €,,,2,Квартира с ливингом,6,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu,  .",Белый вариант,Агентство,,51 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103437644,,103437644,10,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,125 000 €,1,,1,Квартира с ливингом,9,"Кишинёв мун., Кишинёв, Ботаника, str. Băcioii Noi, 14",Eвроремонт,Агентство,,54 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/102943928,,102943928,10,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,,,57 810 €,,,1,,8,"Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, .",Белый вариант,Агентство,,41 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103061395,,103061395,9,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,,,91 800 €,,,,,9,"Кишинёв мун., Дурлешты, Центр, str. Cartușa, 95",Белый вариант,Агентство,,119 м²,Новострой,,
3-х комнатная квартира,https://999.md/ru/102048123,Oткрытое,102048123,10,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,230 000 €,,,2,,7,"Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, .",Eвроремонт,Агентство,,88 м²,Новострой,,
Комната,https://999.md/ru/103397257,Oткрытое,103397257,4,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Гостинка,21 м²,52 500 €,,,1,,1,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, .",Eвроремонт,Агентство,,21 м²,Вторичный,,
Комната,https://999.md/ru/103864829,,103864829,5,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,19 м²,36 900 €,,,1,,5,"Кишинёв мун., Кишинёв, Ботаника, str.Constantin Brâncuși 146A, 146A",Eвроремонт,Агентство,,19 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103826192?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzkzNTIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MjYxOTIiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6IjQ0YTM2MzIxLTJlZDItNDU3Ny1iZjc0LWFlNDk2YzIyNTU0MyIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0wNVQwNzo1NTo1Mi43Njg2NDYzOFoifX0.2Wx1pI-LxC_WRmoafUA9qJeUaH7iy6C_0Fr-uPakY4k&adType=booster,,103826192,10,"2-х комнатная квартира,  Центр,  Унгень,  Унгены",Продам,,,75 700 €75 701 €,,,,Квартира с ливингом,8,"Унгены, Унгень, Центр, VASILE LUPU, 3A",,Застройщик,,68 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/102744718?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzk0NjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI3NDQ3MTgiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiMjA0OTQyY2YtYTE1OS00YTgyLTk4MDQtMzg5NjFkZjBhMWQ1IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTA1VDA3OjU3OjQyLjM0NzAxMTc3OVoifX0.750L9zRlWtqiULp5Sh8SbpEneFvyVG_ZAQ_BOtIdwo0&adType=booster,,102744718,10,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,73 000 €,,,,Квартира с ливингом,9,"Кишинёв мун., Кишинёв, Ботаника, str. Liuba Dumitriu, 5",,Застройщик,,45 м²,Новострой,Sky House,
2-х комнатная квартира,https://999.md/ru/103527391,Подземная,103527391,8,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,143 900 €,1,,1,Квартира с ливингом,7,"Кишинёв мун., Кишинёв, Ботаника, ул. Гика Водэ, 5",Eвроремонт,Агентство,Kомбинированный,54 м²,Новострой,Pamir Construct,
2-х комнатная квартира,https://999.md/ru/103527144,Oткрытое,103527144,12,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,174 900 €,1,,1,Квартира с ливингом,11,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornești, 13",Eвроремонт,Агентство,Kомбинированный,65 м²,Новострой,Lagmar Impex,
2-х комнатная квартира,https://999.md/ru/103484287,Подземная,103484287,13,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,194 900 €,1,,1,Квартира с ливингом,2,"Кишинёв мун., Кишинёв, Ботаника, пр-т Куза Водэ, 5/1",Eвроремонт,Агентство,Kомбинированный,65 м²,Новострой,Loid,
2-х комнатная квартира,https://999.md/ru/103439930,Oткрытое,103439930,9,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,195 000 €,1,,1,,7,"Кишинёв мун., Кишинёв, Центр, ул. Митрополит Дософтей, 100",Eвроремонт,Агентство,,55 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103432819,Подземная,103432819,14,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,126 750 €,1,,2,,11,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 19",Белый вариант,Агентство,Kомбинированный,65 м²,Новострой,Lagmar Impex,
1-комнатная квартира,https://999.md/ru/103264949,Oткрытое,103264949,11,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,127 900 €,1,,1,Квартира с ливингом,3,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 21/3",Eвроремонт,Агентство,Kомбинированный,63 м²,Новострой,Dansicons,
2-х комнатная квартира,https://999.md/ru/103246966,Подземная,103246966,12,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,199 900 €,1,,1,Квартира с ливингом,10,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/A",Eвроремонт,Агентство,Kирпичный,67 м²,Новострой,Exfactor-grup,
2-х комнатная квартира,https://999.md/ru/101652246,Oткрытое,101652246,16,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,164 998 €,2,3 см,1,Квартира с ливингом,14,"Кишинёв мун., Кишинёв, Ботаника, ул. Грэдина Ботаникэ, 20/1",Eвроремонт,Частное лицо,,85 м²,Новострой,Varicom,20 м²
3-х комнатная квартира,https://999.md/ru/103654651,,103654651,5,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,80 000 €,1,,2,,4,"Кишинёв мун., Кишинёв, Чокана, str. Vasile Varzaru, .",Нуждается в ремонте,Агентство,,70 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103429098,,103429098,9,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,113 900 €,1,,2,,7,"Кишинёв мун., Кишинёв, Чокана,  bd. Mircea cel Bătrân, 28/1",Eвроремонт,Агентство,,50 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103173319,Oткрытое,103173319,7,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,41 м²,66 300 €,,270 см,1,Квартира с ливингом,6,"Кишинёв мун., Кишинёв, Буюканы, str. Sucevita, 41",Eвроремонт,Частное лицо,Kотельцовый,41 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/103811182,,103811182,5,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,,,55 000 €,Нет,,1,Квартира без ливинга,2,Расположение,Eвроремонт,Агентство,,28 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/102495559,,102495559,7,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,41 м²,66 300 €,,270 см,1,Квартира с ливингом,6,"Кишинёв мун., Кишинёв, Буюканы, Str Sucevita, 41",Eвроремонт,Частное лицо,Kотельцовый,41 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/100755492,,100755492,12,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,215 989 €,,,,Квартира с ливингом,2,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 14",Eвроремонт,Застройщик,,102 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103448813,,103448813,17,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,67 200 €,1,,1,Квартира с ливингом,1,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 20",Белый вариант,Агентство,,40 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/100055120,,100055120,13,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,,,135 000 €,,,1,,11,"Кишинёв мун., Кишинёв, Центр, str. Calea Ieșilor , 6",Eвроремонт,Агентство,,50 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103952846,,103952846,17,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,220 902 €,1,,2,,13,"Кишинёв мун., Кишинёв, Центр, str. Pietrariei, 56",Белый вариант,Агентство,,100 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103602207,Oткрытое,103602207,9,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,16 м²,63 700 €,1,,1,,3,"Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, 142",Белый вариант,Агентство,,42 м²,Новострой,Lagmar Impex,13 м²
2-х комнатная квартира,https://999.md/ru/103741806?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzk0NjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3NDE4MDYiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYzZlOWY5ZDItMTMzMy00ZDdhLWFmZmYtMjU5OGM5MWFjN2U0IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQwNzo1Nzo0Mi4zNDA3MzI1NDhaIn19.ozNqBBqacMpR1LdBsJi1IZGxCdENllQtGigQ1AOS5AQ&adType=booster,,103741806,6,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,85 500 €,,,,,2,"Кишинёв мун., Кишинёв, Буюканы, Hora, 1",,Частное лицо,,59 м²,Новострой,,
3-х комнатная квартира,https://999.md/ru/103304903,,103304903,9,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,,,284 900 €,,,,Квартира с ливингом,9,"Кишинёв мун., Кишинёв, Телецентр, str. Pietrarilor, 16/1",Eвроремонт,Агентство,,92 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103449587,,103449587,16,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,99 700 €,1,,2,Квартира с ливингом,7,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Mosilor, 4",Белый вариант,Агентство,,64 м²,Новострой,,
