Тип здания,Высота потолков,link,Состояние квартиры,id,Количество комнат,Планировка,Жилой фонд,Количество этажей,Автор объявления,price,Адрес,Застройщик,Этаж,title,Балкон / лоджия,Общая площадь,Площадь кухни,Парковочное место,Жилая площадь,Санузел,Ливинг,Тип
,,https://999.md/ru/104076758?location=subcategory&index=1465,Eвроремонт,104076758,2-х комнатная квартира,,Новострой,14,Агентство,205 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28a",Exfactor-grup,2,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,70 м²,,Oткрытое,,1,Квартира с ливингом,Продам
,,https://999.md/ru/104021039?location=subcategory&index=1466,Белый вариант,104021039,2-х комнатная квартира,,Новострой,7,Агентство,89 900 €,"Кишинёв мун., Гидигич, Центр, ул. Алексей Матеевич, 16/2",,6,"2-х комнатная квартира,  Центр,  Гидигич,  Кишинёв мун.",1,95 м²,,Oткрытое,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103996796?location=subcategory&index=1467,Eвроремонт,103996796,1-комнатная квартира,,Новострой,10,Агентство,69 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Bacioii Noi, 14D",Sky House,5,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,30 м²,,Oткрытое,,1,Квартира без ливинга,Продам
,,https://999.md/ru/103962935?location=subcategory&index=1468,Eвроремонт,103962935,2-х комнатная квартира,,Новострой,12,Агентство,258 000 €,"Кишинёв мун., Кишинёв, Центр, ул. Валя Трандафирилор, 6/1",,6,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,104 м²,,Подземная,,1,Квартира с ливингом,
,,https://999.md/ru/103961653?location=subcategory&index=1469,Eвроремонт,103961653,1-комнатная квартира,,Новострой,14,Агентство,147 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28",Exfactor-grup,11,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,50 м²,,Oткрытое,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103911346?location=subcategory&index=1470,Косметический pемонт,103911346,2-х комнатная квартира,Мс (Молд. Серия),Вторичный,9,Агентство,105 000 €,"Кишинёв мун., Кишинёв, Центр, ул. Кахул, 8",,4,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,55 м²,,Oткрытое,,2,Квартира без ливинга,Продам
,,https://999.md/ru/103886574?location=subcategory&index=1471,Eвроремонт,103886574,2-х комнатная квартира,,Новострой,11,Агентство,166 900 €,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 43/B",Basconslux,11,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,73 м²,,Подземная,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103886347?location=subcategory&index=1473,Eвроремонт,103886347,1-комнатная квартира,,Новострой,12,Агентство,124 900 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Ион Буздуган, 3",Exfactor-grup,6,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,50 м²,,Подземная,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103886290?location=subcategory&index=1474,Eвроремонт,103886290,3-х комнатная квартира,,Новострой,14,Агентство,235 000 €,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 41/A",Exfactor-grup,1,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1,91 м²,,Подземная,,2,Квартира с ливингом,Продам
,,https://999.md/ru/103886237?location=subcategory&index=1475,Eвроремонт,103886237,2-х комнатная квартира,,Новострой,22,Агентство,167 000 €,"Кишинёв мун., Кишинёв, Чокана, пр-т Мирча чел Бэтрын, 15",Braus Imobiliare,17,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1,70 м²,,Oткрытое,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103886146?location=subcategory&index=1476,Eвроремонт,103886146,2-х комнатная квартира,,Вторичный,5,Агентство,89 900 €,"Кишинёв мун., Кишинёв, Телецентр, ул. Миорица, 10",,4,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1,42 м²,,Oткрытое,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103884058?location=subcategory&index=1477,Eвроремонт,103884058,3-х комнатная квартира,,Новострой,11,Агентство,185 000 €,"Кишинёв мун., Кишинёв, Рышкановка, ул. Ион Буздуган, 11",Exfactor-grup,1,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,86 м²,,Oткрытое,,2,Квартира с ливингом,Продам
,,https://999.md/ru/103883973?location=subcategory&index=1478,Eвроремонт,103883973,2-х комнатная квартира,,Новострой,14,Агентство,204 900 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Василе Лупу, 28a",Exfactor-grup,11,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,70 м²,,Oткрытое,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103817941?location=subcategory&index=1479,Косметический pемонт,103817941,1-комнатная квартира,,Вторичный,5,Агентство,118 000 €,"Кишинёв мун., Кишинёв, Центр, ул. 31 Августа 1989, 105",,1,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,41 м²,,Oткрытое,,1,,Продам
,,https://999.md/ru/103758993?location=subcategory&index=1480,Eвроремонт,103758993,1-комнатная квартира,,Новострой,20,Агентство,135 000 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 15",Braus Imobiliare,10,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1,48 м²,,Oткрытое,,1,Квартира с ливингом,Продам
Kирпичный,,https://999.md/ru/103741532?location=subcategory&index=1481,Eвроремонт,103741532,3-х комнатная квартира,Индивидуальная,Новострой,10,Агентство,185 000 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Ион Буздуган, 11",Exfactor-grup,1,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,86 м²,,Подземная,,2,Квартира с ливингом,Продам
,,https://999.md/ru/103738138?location=subcategory&index=1482,Eвроремонт,103738138,2-х комнатная квартира,,Новострой,16,Агентство,149 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grădina Botanică, 20/1",,12,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2,71 м²,,Oткрытое,,1,Квартира с ливингом,Продам
Kирпичный,,https://999.md/ru/103576427?location=subcategory&index=1483,Белый вариант,103576427,2-х комнатная квартира,Индивидуальная,Новострой,8,Агентство,285 000 €,"Кишинёв мун., Кишинёв, Центр, str. Serghei Lazo, 46",NG Invest,4,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,89 м²,,,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103358021?location=subcategory&index=1484,Eвроремонт,103358021,2-х комнатная квартира,,Новострой,11,Агентство,175 000 €,"Кишинёв мун., Кишинёв, Центр, ул. Лев Толстой, 24/1",Basconslux,3,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,68 м²,,Oткрытое,,1,Квартира с ливингом,
,,https://999.md/ru/103304653?location=subcategory&index=1485,Eвроремонт,103304653,1-комнатная квартира,,Новострой,10,Агентство,113 800 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornesti, 17",Lagmar Impex,4,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,40 м²,,Oткрытое,,1,,Продам
,,https://999.md/ru/103168504?location=subcategory&index=1486,Eвроремонт,103168504,2-х комнатная квартира,,Вторичный,5,Агентство,109 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Titulescu, 10",,2,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,56 м²,,Oткрытое,,1,Квартира с ливингом,
,,https://999.md/ru/103058986?location=subcategory&index=1487,Eвроремонт,103058986,2-х комнатная квартира,,Новострой,14,Агентство,149 000 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Николай Зелински, 15/3",,14,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,80 м²,,Oткрытое,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103034702?location=subcategory&index=1488,Eвроремонт,103034702,2-х комнатная квартира,,Вторичный,5,Агентство,95 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 18/2",,5,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1,48 м²,,Oткрытое,,1,,
,,https://999.md/ru/77033056?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODkwODEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3NzAzMzA1NiIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJmNmE2YzliNS02ZjRhLTQ3Y2UtYjIyYi1hYTlhYjk5OGVhNDkiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDExOjQ0OjQxLjk1NjI3ODA3MVoifX0.QRmqk2_bhTa0K-HSDKQay7TTD03s87WwhHDUM_ILjJc&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,,77033056,2-х комнатная квартира,,Новострой,10,Агентство,1 000 MDL,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",,8,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,85 м²,,,,,,Сдаю посуточно
Kотельцовый,,https://999.md/ru/61721508?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODkwODEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI2MTcyMTUwOCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJhMTlmNzk3Yi1mMjE5LTQ2YmYtOWU2ZS03OWY2YTBmNDJjYzgiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDExOjQ0OjQxLjk1NTk5MDQzMloifX0.2Y9om6az9UUPbSdU3ZDQEjGu0nqeNezxp7Prz8Hm1DM&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,Eвроремонт,61721508,1-комнатная квартира,На земле,Новострой,1,Застройщик,600 MDL,"Кишинёв мун., Кишинёв, Центр, str. Alexandru Hâjdeu, 50",,1,"1-комнатная квартира, 25 м², Центр, Кишинёв",,25 м²,,Oткрытое,,1,,Сдаю посуточно
Бетон,,https://999.md/ru/102719873?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODkyNDgsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI3MTk4NzMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmI3MjU4OGYtMzBhZi00OWIzLWE2ZTUtZjcyNjExZGFiYzRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDExOjQ3OjI4LjA1Nzk3MzgzNVoifX0.OeI-TKGG-sOLwuc-vPWViRGZyEh5Bo7_6iAvszL-oaI&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=1,Eвроремонт,102719873,1-комнатная квартира,,Новострой,14,Агентство,799 MDL,"Кишинёв мун., Кишинёв, Ботаника, str. Belgrad, 19",,2,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,55 м²,,,,1,,Сдаю посуточно
Бетон,280 см,https://999.md/ru/103059582?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODkyNDgsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwNTk1ODIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYTZmMzkzN2YtN2IwNy00OTQ2LWE4NGYtOTU4NmFmMTQyNWY5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDExOjQ3OjI4LjA1ODExMTIxMVoifX0.-j2YlCmWr_K8CtCRAVxljedUvDC4nd0YnImg6oaAGVo&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=4,Eвроремонт,103059582,2-х комнатная квартира,,Новострой,3,Частное лицо,169 000 €,"Кишинёв мун., Кишинёв, Центр, str. Ivan Zaikin, 51",,3,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Нет,63 м²,,Oткрытое,,1,Квартира с ливингом,Продам
,,https://999.md/ru/102997998?location=subcategory&index=1490,Eвроремонт,102997998,1-комнатная квартира,,Вторичный,5,Агентство,63 500 €,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Titulescu, 32",,1,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,30 м²,,Oткрытое,,1,,Продам
,,https://999.md/ru/102963328?location=subcategory&index=1491,Косметический pемонт,102963328,2-х комнатная квартира,,Вторичный,18,Агентство,82 900 €,"Кишинёв мун., Кишинёв, Центр, str. Albisoara, 82/2",,17,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,55 м²,,Oткрытое,,2,,
Панельный,,https://999.md/ru/102830143?location=subcategory&index=1492,Eвроремонт,102830143,1-комнатная квартира,Индивидуальная,Вторичный,9,Агентство,86 900 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 3",,8,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,39 м²,,Oткрытое,,1,Квартира с ливингом,
,,https://999.md/ru/102757450?location=subcategory&index=1494,Eвроремонт,102757450,1-комнатная квартира,,Новострой,10,Агентство,109 900 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Гренобле, 120/3",,1,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,44 м²,,Oткрытое,,1,,
,,https://999.md/ru/102743272?location=subcategory&index=1495,Косметический pемонт,102743272,2-х комнатная квартира,,Вторичный,5,Агентство,76 900 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Гренобле, 159/4",,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2,50 м²,,Oткрытое,,2,,
Kомбинированный,,https://999.md/ru/102431208?location=subcategory&index=1496,Eвроремонт,102431208,1-комнатная квартира,Индивидуальная,Новострой,10,Агентство,117 800 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, 45",Basconslux,10,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1,45 м²,,,,1,Квартира с ливингом,
,,https://999.md/ru/100956519?location=subcategory&index=1497,Без ремонта,100956519,4-x комнатная квартира,143,Вторичный,9,Агентство,114 900 €,"Кишинёв мун., Кишинёв, Центр, ул. Албишоара, 76/7",,5,"4-x комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",3,91 м²,,Oткрытое,,2,,Продам
,,https://999.md/ru/100823081?location=subcategory&index=1498,Eвроремонт,100823081,2-х комнатная квартира,,Новострой,8,Агентство,490 000 €,"Кишинёв мун., Кишинёв, Центр, ул. Александру чел Бун, 49/2",,2,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,150 м²,,Oткрытое,,2,Квартира с ливингом,
,,https://999.md/ru/100444488?location=subcategory&index=1499,Eвроремонт,100444488,3-х комнатная квартира,,Новострой,10,Агентство,249 900 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 7",Basconslux,10,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1,117 м²,,Oткрытое,,2,Квартира с ливингом,
,,https://999.md/ru/104083598?location=subcategory&index=1500,Белый вариант,104083598,2-х комнатная квартира,,Новострой,6,Агентство,123 200 €,"Яловены, Яловены, Центр, str. Moldova, 2/3",,6,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",1,88 м²,,,,2,,
,,https://999.md/ru/103596485?location=subcategory&index=1501,,103596485,1-комнатная квартира,,Вторичный,5,Агентство,68 000 €,"Кишинёв мун., Кишинёв, Рышкановка, Alecu Russo, 3/2",,3,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1,31 м²,,,,1,,Продам
,,https://999.md/ru/102494728?location=subcategory&index=1502,Eвроремонт,102494728,2-х комнатная квартира,,Новострой,4,Агентство,92 900 €,"Кишинёв мун., Кишинёв, Ботаника, Str. Minsk, 26/2",,3,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,45 м²,,,,1,,Продам
,,https://999.md/ru/103367627?location=subcategory&index=1504,Белый вариант,103367627,3-х комнатная квартира,,Новострой,9,Агентство,91 000 €,"Кишинёв мун., Дурлешты, Центр, str. Cartușa, 95/2",,7,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,73 м²,,,,,,Продам
,,https://999.md/ru/102864588?location=subcategory&index=1505,,102864588,2-х комнатная квартира,,Новострой,7,Агентство,149 900 €,Расположение,,3,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",,67 м²,,,,,Квартира с ливингом,
Kомбинированный,285 см,https://999.md/ru/101818625?location=subcategory&index=1506,Белый вариант,101818625,2-х комнатная квартира,Индивидуальная,Новострой,12,Застройщик,192 300 €,"Кишинёв мун., Кишинёв, Центр, str. Ghenadie Iablocikin, 2/2",Inamstro,2,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,82 м²,20 м²,Подземная,60 м²,2,Квартира с ливингом,
,,https://999.md/ru/103501654?location=subcategory&index=1507,Белый вариант,103501654,2-х комнатная квартира,,Новострой,9,Агентство,107 312 €,"Кишинёв мун., Кишинёв, Чокана, ул. Буковина, 2",,7,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,70 м²,,,,2,,
,290 см,https://999.md/ru/100964779?location=subcategory&index=1508,Белый вариант,100964779,3-х комнатная квартира,,Новострой,4,Застройщик,113 568 €,"Яловены, Яловены, Центр, str. Suceava, 5",,2,"3-х комнатная квартира,  Центр,  Яловены,  Яловены",1,119 м²,27 м²,Подземная,,2,Квартира с ливингом,
,290 см,https://999.md/ru/100964731?location=subcategory&index=1509,Белый вариант,100964731,2-х комнатная квартира,,Новострой,4,Застройщик,105 038 €,"Яловены, Яловены, Центр, str. Suceava, 5",,2,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",1,73 м²,26 м²,Подземная,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103657581?location=subcategory&index=1510,Белый вариант,103657581,2-х комнатная квартира,,Новострой,9,Агентство,126 900 €,"Кишинёв мун., Кишинёв, Буюканы, Str. Ioana Radu, 27",,2,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,70 м²,,,,1,,Продам
,290 см,https://999.md/ru/103952913?location=subcategory&index=1511,Белый вариант,103952913,2-х комнатная квартира,,Новострой,4,Агентство,95 890 €,"Яловены, Яловены, Центр, str. Suceava, 5",,3,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",1,72 м²,23 м²,Подземная,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103513472?location=subcategory&index=1512,,103513472,2-х комнатная квартира,,Вторичный,9,Агентство,118 900 €,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, 18",,5,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,60 м²,,,,,,
,,https://999.md/ru/103548243?location=subcategory&index=1513,,103548243,2-х комнатная квартира,,Вторичный,16,Агентство,82 000 €,"Кишинёв мун., Кишинёв, Буюканы, Piața Unirii Principatelor, 3",,5,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,37 м²,,,,,,Продам
Kомбинированный,,https://999.md/ru/104075178?location=subcategory&index=1514,Белый вариант,104075178,2-х комнатная квартира,Индивидуальная,Новострой,10,Застройщик,80 800 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 140/1",Braus Imobiliare,8,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2,64 м²,,Подземная,,2,Квартира с ливингом,
Ячеистый Бетон,,https://999.md/ru/103781023?location=subcategory&index=1515,Белый вариант,103781023,1-комнатная квартира,Индивидуальная,Новострой,6,Застройщик,62 000 €,"Яловены, Яловены, Окраина, str. Moldova, 2/3",Poliprim Grup,4,"1-комнатная квартира,  Окраина,  Яловены,  Яловены",,42 м²,,Oткрытое,42 м²,1,Квартира с ливингом,
Kомбинированный,,https://999.md/ru/104067623?location=subcategory&index=1517,Eвроремонт,104067623,2-х комнатная квартира,Индивидуальная,Новострой,17,Агентство,187 900 €,"Кишинёв мун., Кишинёв, Рышкановка, Bulevardul Renașterii Naționale, 6",Varicom,7,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1,64 м²,,,,1,,
Kирпичный,,https://999.md/ru/103795857?location=subcategory&index=1518,Белый вариант,103795857,1-комнатная квартира,Индивидуальная,Новострой,21,Застройщик,100 700 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 13/2",Braus Imobiliare,3,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1,44 м²,,Oткрытое,44 м²,1,Квартира с ливингом,
Панельный,,https://999.md/ru/103042010?location=subcategory&index=1519,Косметический pемонт,103042010,3-х комнатная квартира,,Вторичный,9,Частное лицо,102 900 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Andrei Doga, 30",,7,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",2,79 м²,,Oткрытое,,2,,Продам
,,https://999.md/ru/88069526?location=subcategory&index=1520,Белый вариант,88069526,2-х комнатная квартира,,Новострой,9,Застройщик,106 560 €,"Кишинёв мун., Кишинёв, Чокана, str. Bucovinei, 5/63",Estate Invest Company,4,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,72 м²,,Подземная,,,Квартира с ливингом,Продам
,290 см,https://999.md/ru/101487216?location=subcategory&index=1521,Белый вариант,101487216,3-х комнатная квартира,,Новострой,9,Застройщик,100 000 €,"Кишинёв мун., Кишинёв, Ботаника, пр. Дачия, 65",,9,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2,120 м²,,Oткрытое,,2,Квартира с ливингом,
Kотельцовый,,https://999.md/ru/103800681?location=subcategory&index=1522,Нуждается в ремонте,103800681,2-х комнатная квартира,,Вторичный,5,Агентство,35 000 €,"Криуляны, Криуляны, Центр, bd. Biruinței, 29a",,1,"2-х комнатная квартира,  Центр,  Криуляны,  Криуляны",1,53 м²,,,,2,,Продам
Бетон,,https://999.md/ru/103802471?location=subcategory&index=1523,Eвроремонт,103802471,1-комнатная квартира,Мс (Молд. Серия),Вторичный,10,Застройщик,76 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 3/2",,7,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,36 м²,,,,,,Продам
,,https://999.md/ru/100621976?location=subcategory&index=1524,,100621976,1-комнатная квартира,,Новострой,4,Застройщик,47 323 €,"Кишинёв мун., Чореску, Окраина, str. Chişinău, 57",,2,"1-комнатная квартира,  Окраина,  Чореску,  Кишинёв мун.",,45 м²,,,,,,Продам
,,https://999.md/ru/104064947?location=subcategory&index=1525,,104064947,1-комнатная квартира,,Вторичный,5,Частное лицо,60 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 10",,5,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1,31 м²,,,,1,,Продам
Kирпичный,,https://999.md/ru/102696761?location=subcategory&index=1527,Белый вариант,102696761,3-х комнатная квартира,,Новострой,5,Агентство,169 500 €,"Кишинёв мун., Кишинёв, Ботаника, пр. Дачия, 56",,5,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2,93 м²,,Подземная,93 м²,2,Квартира с ливингом,Продам
Kотельцовый,280 см,https://999.md/ru/103423903?location=subcategory&index=1528,Eвроремонт,103423903,1-комнатная квартира,Индивидуальная,Новострой,9,Частное лицо,104 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 5/6",,1,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,54 м²,,,,1,Квартира с ливингом,Продам
Kомбинированный,,https://999.md/ru/103621444?location=subcategory&index=1529,Белый вариант,103621444,1-комнатная квартира,,Новострой,9,Агентство,58 050 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",Lagmar Impex,4,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1,43 м²,,Подземная,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103609847?location=subcategory&index=1530,Косметический pемонт,103609847,2-х комнатная квартира,,Вторичный,5,Агентство,80 000 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Николай Зелински, 33/2",,1,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,44 м²,,,,1,Квартира без ливинга,
Kотельцовый,,https://999.md/ru/103657652?location=subcategory&index=1531,Нуждается в ремонте,103657652,2-х комнатная квартира,Брж (Брежневка),Вторичный,5,Агентство,80 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 18/2",,1,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1,56 м²,,Oткрытое,,2,,Продам
,,https://999.md/ru/85770601?location=subcategory&index=1532,,85770601,3-х комнатная квартира,,Новострой,12,Агентство,136 065 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, -",,5,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,90 м²,,,,,,
Панельный,,https://999.md/ru/103867579?location=subcategory&index=1533,,103867579,2-х комнатная квартира,,Вторичный,5,Частное лицо,81 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Teilor, 9/3",,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,48 м²,,,,1,,Продам
,,https://999.md/ru/100743293?location=subcategory&index=1534,Eвроремонт,100743293,2-х комнатная квартира,,Новострой,8,Застройщик,245 000 €,"Кишинёв мун., Кишинёв, Центр, str. Mihai Eminescu, 76",Inamstro,4,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,63 м²,12 м²,Подземная,,1,Квартира с ливингом,Продам
,,https://999.md/ru/80624223?location=subcategory&index=1535,,80624223,2-х комнатная квартира,,Новострой,5,Частное лицо,99 120 €,"Оргеев, Оргеев, Центр, str. Alexandru Lăpușneanu, 4",,2,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",,84 м²,,,,,,Продам
,,https://999.md/ru/103670278?location=subcategory&index=1536,Eвроремонт,103670278,2-х комнатная квартира,,Новострой,10,Агентство,156 500 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Cornești, 13",,2,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,59 м²,,,,,,
