Автор объявления,Состояние квартиры,Этаж,Жилой фонд,Балкон / лоджия,id,link,Санузел,Планировка,Парковочное место,title,Ливинг,Тип,Жилая площадь,Тип здания,Количество этажей,Площадь кухни,Застройщик,price,Адрес,Высота потолков,Количество комнат,Общая площадь
Частное лицо,,9,Новострой,,104113436,https://999.md/ru/104113436?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTM0MzYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMjMwNTNkMjMtMGEyNy00ZDc2LWFjZDItMzY3Yzg0NDcxOWRmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo1NDoxMi44MDM2NjkwMzFaIn19.badl1BHbZgkG7OlxnSBcB8HTvfhj7SOCYv9DsrVn_Qk&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,89 000 €,"Кишинёв мун., Кишинёв, Рышкановка, ул. Чеукарь, 2/4",,1-комнатная квартира,55 м²
Частное лицо,Eвроремонт,5,Вторичный,1,104087753,https://999.md/ru/104087753?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODc3NTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZGNmNTkzZmMtMjI5Yi00ZDgyLThlMTMtYTZjNTVkMjIyMWY0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzY5MTk0M1oifX0.mz_Cr7WWIHps3RoLmqfoIrKPZ2RlX7bP9mRp5pVCE_o&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,1,,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,Сдаю помесячно,35 м²,,9,,,420 €,"Кишинёв мун., Кишинёв, Центр, str. Vasile Alecsandri, 17",,1-комнатная квартира,35 м²
Частное лицо,Нуждается в ремонте,3,Вторичный,1,104057758,https://999.md/ru/104057758?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTYwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNTc3NTgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYjU1ZDZjYjgtNTdkMS00OWJmLWEwNDgtN2ZiNTE3MzNlNzc2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMjo1NDoxMi44MDM3MDQ2NjNaIn19.lEv3-Dfd5iwJoCbuZgEOqJAZZNDsPEB3gvtTGQymSkA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,,,Oткрытое,"1-комнатная квартира,  Центр,  Криково,  Кишинёв мун.",,Продам,15 м²,Kотельцовый,5,4 м²,,40 000 €,Расположение,2700 см,1-комнатная квартира,26 м²
Агентство,,5,Новострой,1,104103602,https://999.md/ru/104103602?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDM2MDIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZDg3YmI4MGQtNjQzZi00NjEyLTgyYmYtNDdjZmM3YzliYzgxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMjo1NDoxMi44MDMzNzU0OTdaIn19.UD2ZQc7-iTvQAY-AhKXy4-Wt_dsgU_CW45_gNQtu2OU&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,1,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Сдаю помесячно,,,11,,,800 €,"Кишинёв мун., Кишинёв, Центр, str. Calea Ieșilor, 6",,2-х комнатная квартира,60 м²
Застройщик,Индивидуальный дизайн,7,Новострой,Нет,84193702,https://999.md/ru/84193702?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NDE5MzcwMiIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiI1NTY4OWZlNi1mNTliLTQ4NTMtYjNhNi1iZmQwODMxNjFlNzMiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzM5ODY5OFoifX0.29vEZSuHOA3zSJF94NATPR_NPUYRwtpt3nH3leu2S3E&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,1,Индивидуальная,Oткрытое,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,Сдаю посуточно,66 м²,Mонолитный,15,12 м²,,80 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 99/A",280 см,3-х комнатная квартира,78 м²
Агентство,,5,Новострой,,89776225,https://999.md/ru/89776225?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTc3NjIyNSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InByZW1pdW0iLCJsIjoiMWNiZjkwMzctODQ5Ny00ZGRlLWE0NDgtZjliY2MxOGRlOGZlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzQyNjA3NVoifX0.fJ5DTVwikomhOuFTG1u6Zesr2iL5b7Z0L0Voumq6Liw&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,,,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Сдаю посуточно,,,9,,,600 MDL,"Кишинёв мун., Кишинёв, Центр, bd. Ştefan cel Mare şi Sfânt, 83",,1-комнатная квартира,55 м²
Частное лицо,,4,Новострой,,103531678,https://999.md/ru/103531678?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1MzE2NzgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNThhOTJhMWYtYTE4NS00YjkxLTk2MmQtYWQwOWRkZDVmMWQxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzQ1MzkwM1oifX0.YSWwYdkmjHegZYRCDdqlLKVStlHpY218TJDr9v6SodY&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,,,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,9,,Exfactor-grup,172 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",,2-х комнатная квартира,72 м²
Частное лицо,,18,Новострой,,104078981,https://999.md/ru/104078981?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzg5ODEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZmRjOTE2OWEtZDU3Yi00NWVkLWJkMDQtMjk2ZmM3MWJiNjI0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzUzMDU4MloifX0.f11YahFvEey5MEq7vQfYGCN8MPK9aru4aWjV3qR39d8&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,,,20,,,700 €,"Кишинёв мун., Кишинёв, Центр, str. Bogdan Petriceicu Hasdeu, 20",,2-х комнатная квартира,54 м²
Частное лицо,Индивидуальный дизайн,2,Новострой,,104103448,https://999.md/ru/104103448?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMDM0NDgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNWQwNDkwNTItOTE2Yy00MTk0LTk4MDItZmQzMWI4OTZhZDU5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzU1Mjk1MVoifX0.KKTC9aQtjyCwtSQGfMn88XgyPK86A-JCy_8gHC8zZBU&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,,,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,Продам,,,8,,,199 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Pandurilor, 42",,3-х комнатная квартира,105 м²
Застройщик,Eвроремонт,7,Новострой,,37572854,https://999.md/ru/37572854?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIzNzU3Mjg1NCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJjYjE3ZDNmMi00NGJhLTQ0YTUtYjk5NS03NmViYTc0Y2IzMTYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzU2Njk5M1oifX0.dft3Zvu9NYvQkKAtVUCD7qs_9Q-z6AT44RttlpB7sAY&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=7,,Индивидуальная,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,Сдаю посуточно,30 м²,Mонолитный,10,15 м²,,25 €,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",3 см,1-комнатная квартира,45 м²
Частное лицо,Косметический pемонт,12,Вторичный,2,102571313,https://999.md/ru/102571313?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI1NzEzMTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiM2U1MWYxMWQtODVhMy00YzQ0LTgwMmQtOTliZTFlYWI1OWYwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzU5MTc5OVoifX0.gNStztItQkc4h7WrErII8yVTTrPKdogUP8gFU4sGEbQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=8,2,Индивидуальная,Oткрытое,"4-x комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Квартира с ливингом,,53 м²,Панельный,14,7 м²,A-casa,115 000 €,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 17/1",250 см,4-x комнатная квартира,81 м²
Агентство,,6,Новострой,,70397808,https://999.md/ru/70397808?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3MDM5NzgwOCIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJmNmE2YzliNS02ZjRhLTQ3Y2UtYjIyYi1hYTlhYjk5OGVhNDkiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzYyNTc0WiJ9fQ.BbQ9elwFLnPv8BQZ_8Yof5X0hpikPt1ERvDkuXzC4VA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,,,,"на 3 часа - 250 лей, на ночь - 500 лей в центре Кишинева - ул.Ismail 88, сдаем 24/24.",,Сдаю посуточно,,,10,,,250 MDL,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",,1-комнатная квартира,45 м²
Частное лицо,,9,Новострой,,104113436,https://999.md/ru/104113436?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTM0MzYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMjMwNTNkMjMtMGEyNy00ZDc2LWFjZDItMzY3Yzg0NDcxOWRmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMjo1NDoxMi44MDM2NjkwMzFaIn19.badl1BHbZgkG7OlxnSBcB8HTvfhj7SOCYv9DsrVn_Qk&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,Продам,,,10,,,89 000 €,"Кишинёв мун., Кишинёв, Рышкановка, ул. Чеукарь, 2/4",,1-комнатная квартира,55 м²
Частное лицо,Eвроремонт,5,Вторичный,1,104087753,https://999.md/ru/104087753?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODc3NTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZGNmNTkzZmMtMjI5Yi00ZDgyLThlMTMtYTZjNTVkMjIyMWY0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDEyOjU0OjEyLjgwMzY5MTk0M1oifX0.mz_Cr7WWIHps3RoLmqfoIrKPZ2RlX7bP9mRp5pVCE_o&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,1,,Oткрытое,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Квартира без ливинга,Сдаю помесячно,35 м²,,9,,,420 €,"Кишинёв мун., Кишинёв, Центр, str. Vasile Alecsandri, 17",,1-комнатная квартира,35 м²
Частное лицо,Нуждается в ремонте,3,Вторичный,1,104057758,https://999.md/ru/104057758?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2OTMyNTIsIkMiOnsiciI6MSwiYiI6MTYwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNTc3NTgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYjU1ZDZjYjgtNTdkMS00OWJmLWEwNDgtN2ZiNTE3MzNlNzc2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMjo1NDoxMi44MDM3MDQ2NjNaIn19.lEv3-Dfd5iwJoCbuZgEOqJAZZNDsPEB3gvtTGQymSkA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,,,Oткрытое,"1-комнатная квартира,  Центр,  Криково,  Кишинёв мун.",,,15 м²,Kотельцовый,5,4 м²,,40 000 €,Расположение,2700 см,1-комнатная квартира,26 м²
