Балкон / лоджия,Планировка,Застройщик,link,Ливинг,Площадь кухни,Парковочное место,Этаж,Санузел,Высота потолков,price,Количество этажей,Общая площадь,Адрес,id,Жилой фонд,Тип здания,Жилая площадь,title,Тип,Автор объявления,Количество комнат,Состояние квартиры
1,,Sky House,https://999.md/ru/104075630?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzU2MzAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiODA0ODI0N2UtMTQ0ZS00YTc2LTkxMzQtM2EwNThjZWE5NjQzIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MjAzMzM1N1oifX0.a4hnToFY6GFy5un5gRoMxO9pNrx3KtW8zzFxvCrR8oU&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=8,,,,6,,,45 000 €,13,38 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 8",104075630,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,Белый вариант
1,,Ecovzor,https://999.md/ru/103368501?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNjg1MDEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMjJlMDZhOTItYzIzOS00NzFiLWEyOGItYTJiMzMwZjY0NTI2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MjE1MDMyWiJ9fQ.wvovHshAu21AhxnzB_Hk-o619zT5kLZ5LV7qTtauQY0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,Квартира без ливинга,,Oткрытое,5,2,295 см,88 200 €,7,63 м²,"Кишинёв мун., Криково, Центр, str. Vasile Alescandri, 5",103368501,Новострой,Mонолитный,,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
1,,,https://999.md/ru/104094849?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTQ4NDkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYWU3Nzg5YWQtY2FhNS00ZjcyLTg0NDctODlmYzRlNGVlY2NhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MjE2NjU3OVoifX0.1QPGf4En8AYdrCsLk8HEYLdCcDwIes2luCkvzszLZYM&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,,,,1,,,40 €,5,30 м²,"Кишинёв мун., Кишинёв, Рышкановка, ул. Академик Андрей Сахаров, 11/3",104094849,Вторичный,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Частное лицо,1-комнатная квартира,Eвроремонт
1,Индивидуальная,Astercon,https://999.md/ru/102240482?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIyNDA0ODIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6NTM6MTEuMzYyMjAzMDQyWiJ9fQ.gAfqJAiNTUbcfOuSK_BEY3xyltSJOhmzZX1dE5C-suA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,Квартира с ливингом,12 м²,Гараж,3,2,286 см,102 830 €,6,76 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102240482,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
,,,https://999.md/ru/63151799?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI2MzE1MTc5OSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJmNmE2YzliNS02ZjRhLTQ3Y2UtYjIyYi1hYTlhYjk5OGVhNDkiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MjIzNjMzOFoifX0.XKne1_xe8JoNGpJXlFG74Tdy7QLKU9E0wBv0E5GnhR0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,,,,6,,,250 MDL,10,45 м²,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",63151799,Новострой,,,"pe 3 ore - 250 lei, pe noapte - 500 lei, in centru, chirie 24/24.",Сдаю посуточно,Агентство,1-комнатная квартира,
Нет,,Astercon,https://999.md/ru/102832078?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzIwNzgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6NTM6MTEuMzYxNzM3NzE3WiJ9fQ.mXGNqiZwodio88C5o7xyFwIGKFtEZITaLhJM2zW14ik&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=1,,15 м²,Гараж,1,2,286 см,135 646 €,6,96 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102832078,Новострой,Ячеистый Бетон,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,3-х комнатная квартира,Белый вариант
1,Индивидуальная,Astercon,https://999.md/ru/102240307?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIyNDAzMDciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6NTM6MTEuMzYxODEzNTc3WiJ9fQ.8dNPtnVks3_rVgB5DEhff3HppRbdVvQYsMQoXTOPv10&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=2,Квартира без ливинга,13 м²,Гараж,2,1,286 см,86 252 €,6,64 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102240307,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
,Мс (Молд. Серия),,https://999.md/ru/104083236?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODMyMzYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMzRlMTY5OTgtZDE4Yi00NzQ5LWI2YTktZjczY2IxNWIwNzdjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MTgzMDE2NVoifX0.LFGjHOd-Dl0iuSpj2yQdsM2NHiUEpyD33LskvdVi9MQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,,12 м²,Oткрытое,10,1,,350 €,10,33 м²,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 21/1",104083236,Вторичный,,12 м²,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Частное лицо,1-комнатная квартира,
,,,https://999.md/ru/104016619?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMTY2MTkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNmE2ZTVkMjQtMjNjMC00MGQwLWEyOTYtNzUyMjQ3NzE1ZDg3IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxNzo1MzoxMS4zNjE4NTkwMTFaIn19.P6RvjJur108hd4HYxOu14awWePNcRs8vVqoon3UD_I0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=4,Квартира с ливингом,,,18,,,95 000 €,19,72 м²,"Кишинёв мун., Кишинёв, Центр, str. Albisoara, 82/4",104016619,Вторичный,,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,
2,,,https://999.md/ru/81834115?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4MTgzNDExNSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InByZW1pdW0iLCJsIjoiZmI3NDhhYTQtM2I5Zi00NDgwLWI1NjctOTVmOTJlYTViMDI1IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxNzo1MzoxMS4zNjE5NTE1NVoifX0.lX0pUmwdF2HyeRi1vw_oRaB9RPerkO28E4J9kf8XqKM&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,Квартира с ливингом,,Oткрытое,8,2,270 см,160 000 €,9,146 м²,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/4",81834115,Новострой,Kомбинированный,,"4-x комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,4-x комнатная квартира,Белый вариант
1,,,https://999.md/ru/103690117?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2OTAxMTciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYTVhYWQ1ODAtYmZhZi00MGRhLWJmNGEtN2E1MzBiMjJhODdkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxNzo1MzoxMS4zNjE5OTYxMzlaIn19._JPxpQTycCHBAh6nkvAFAmesStqJ1sv_Z__f3n1YgWo&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=6,Квартира с ливингом,,Подземная,8,1,,1 100 €,9,75 м²,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, 4",103690117,Новострой,,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Сдаю помесячно,Агентство,2-х комнатная квартира,Eвроремонт
2,Индивидуальная,,https://999.md/ru/102883325?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4ODMzMjUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiNDBjNDNjMGItNmQxMy00ZWJjLTk5MmItNmI5MWZjNjVjZTdmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MjAxOTExNFoifX0.WlFdMeDbR8TgX7CACKcPG3zHpHgsJxrlkgaaIcMM89c&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=7,Квартира с ливингом,,Oткрытое,3,2,,228 500 €,11,97 м²,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/7",102883325,Новострой,,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,3-х комнатная квартира,Eвроремонт
1,,Sky House,https://999.md/ru/104075630?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwNzU2MzAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiODA0ODI0N2UtMTQ0ZS00YTc2LTkxMzQtM2EwNThjZWE5NjQzIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MjAzMzM1N1oifX0.a4hnToFY6GFy5un5gRoMxO9pNrx3KtW8zzFxvCrR8oU&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=8,,,,6,,,45 000 €,13,38 м²,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 8",104075630,Новострой,,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Частное лицо,1-комнатная квартира,Белый вариант
1,,Ecovzor,https://999.md/ru/103368501?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMzNjg1MDEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMjJlMDZhOTItYzIzOS00NzFiLWEyOGItYTJiMzMwZjY0NTI2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MjE1MDMyWiJ9fQ.wvovHshAu21AhxnzB_Hk-o619zT5kLZ5LV7qTtauQY0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=9,Квартира без ливинга,,Oткрытое,5,2,295 см,88 200 €,7,63 м²,"Кишинёв мун., Криково, Центр, str. Vasile Alescandri, 5",103368501,Новострой,Mонолитный,,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
1,,,https://999.md/ru/104094849?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTQ4NDkiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYWU3Nzg5YWQtY2FhNS00ZjcyLTg0NDctODlmYzRlNGVlY2NhIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MjE2NjU3OVoifX0.1QPGf4En8AYdrCsLk8HEYLdCcDwIes2luCkvzszLZYM&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=10,,,,1,,,40 €,5,30 м²,"Кишинёв мун., Кишинёв, Рышкановка, ул. Академик Андрей Сахаров, 11/3",104094849,Вторичный,,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Сдаю посуточно,Частное лицо,1-комнатная квартира,Eвроремонт
1,Индивидуальная,Astercon,https://999.md/ru/102240482?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIyNDA0ODIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTc6NTM6MTEuMzYyMjAzMDQyWiJ9fQ.gAfqJAiNTUbcfOuSK_BEY3xyltSJOhmzZX1dE5C-suA&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,Квартира с ливингом,12 м²,Гараж,3,2,286 см,102 830 €,6,76 м²,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",102240482,Новострой,Ячеистый Бетон,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Застройщик,2-х комнатная квартира,Белый вариант
,,,https://999.md/ru/63151799?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY3MTExOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI2MzE1MTc5OSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJmNmE2YzliNS02ZjRhLTQ3Y2UtYjIyYi1hYTlhYjk5OGVhNDkiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDE3OjUzOjExLjM2MjIzNjMzOFoifX0.XKne1_xe8JoNGpJXlFG74Tdy7QLKU9E0wBv0E5GnhR0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,,,,6,,,250 MDL,10,45 м²,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 88",63151799,Новострой,,,"pe 3 ore - 250 lei, pe noapte - 500 lei, in centru, chirie 24/24.",,Агентство,1-комнатная квартира,
