rooms,parcing_space,layout,price,balcony,bathroom,living,apartment_condition,author,building_type,housing_stock,developer,total_floors,floor,region,city,sector,street,area
3-х комнатная квартира,Подземная,,189000.0,2,2.0,Квартира с ливингом,Индивидуальный дизайн,Частное лицо,Kирпичный,Новострой,Exfactor-grup,11,9.0,Кишинёв мун.,Кишинёв,Буюканы,пр-т Алба Юлия 77/5,92
1-комнатная квартира,Oткрытое,,96500.0,,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,Art Urban Grup,10,2.0,Кишинёв мун.,Кишинёв,Телецентр,str. Miorița 12,35
2-х комнатная квартира,Гараж,Индивидуальная,175000.0,1,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,Kирпичный,Новострой,,8,6.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Socoleni 2A,77
2-х комнатная квартира,Oткрытое,,149500.0,1,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,Inamstro,11,6.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Штефан Няга 67,54
2-х комнатная квартира,Oткрытое,Индивидуальная,130000.0,2,1.0,Квартира с ливингом,Сдан в эксплуатацию,Частное лицо,Kотельцовый,Новострой,,9,6.0,Кишинёв мун.,Дурлешты,Центр,str. Ştefan Vodă 11a,73
2-х комнатная квартира,Oткрытое,Индивидуальная,120000.0,Нет,1.0,,Без ремонта,Агентство,,Вторичный,,5,2.0,Кишинёв мун.,Кишинёв,Центр,str. Mitropolit Gavriil Banulescu-Bodoni .,53
3-х комнатная квартира,Подземная,,84263.0,,2.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Lagmar Impex,9,1.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 142,65
1-комнатная квартира,Oткрытое,Индивидуальная,69070.0,1,1.0,,Белый вариант,Агентство,,Новострой,,16,12.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari .,51
1-комнатная квартира,Подземная,,121900.0,1,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,Exfactor-grup,12,4.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 41/F,45
1-комнатная квартира,Oткрытое,Индивидуальная,119900.0,Нет,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,10,9.0,Кишинёв мун.,Кишинёв,Центр,str. Ivan Zaikin .,48
1-комнатная квартира,Oткрытое,Индивидуальная,72000.0,Нет,1.0,,Без ремонта,Агентство,,Вторичный,,22,12.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Moscova .,38
2-х комнатная квартира,,,83000.0,,,Квартира с ливингом,Сдан в эксплуатацию,Агентство,,Вторичный,,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 161/4,47
1-комнатная квартира,Oткрытое,Индивидуальная,110000.0,1,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,9,7.0,Кишинёв мун.,Дурлешты,Центр,str. Atelierilor .,53
1-комнатная квартира,Oткрытое,Индивидуальная,38000.0,Нет,1.0,,Eвроремонт,Агентство,,Вторичный,,5,2.0,Кишинёв мун.,Кишинёв,Чокана,str. Maria Drăgan .,20
3-х комнатная квартира,Подземная,,103320.0,,2.0,,Белый вариант,Застройщик,,Новострой,Varicom,16,7.0,Кишинёв мун.,Кишинёв,Рышкановка,str-la Studenților 18,84
2-х комнатная квартира,,,85900.0,,,Квартира с ливингом,,Агентство,,Новострой,Poliprim Grup,9,4.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24,69
2-х комнатная квартира,,,280000.0,,2.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,Exfactor-grup,12,6.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu -,87
1-комнатная квартира,Oткрытое,,32900.0,,1.0,,Eвроремонт,Агентство,,Вторичный,,6,5.0,Кишинёв мун.,Кишинёв,Чокана,str. Maria Drăgan /,16
1-комнатная квартира,Oткрытое,,48100.0,1,1.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,,12,2.0,Кишинёв мун.,Дурлешты,Центр,str. Mihail Odatiuc 36,46
3-х комнатная квартира,Oткрытое,Индивидуальная,185000.0,1,2.0,,Eвроремонт,Агентство,,Новострой,,4,1.0,Кишинёв мун.,Кишинёв,Телецентр,str. Măcieşilor;str. Maciesilor .,89
1-комнатная квартира,Oткрытое,Индивидуальная,110000.0,Нет,1.0,,Eвроремонт,Агентство,,Новострой,,10,8.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Tudor Vladimirescu .,45
2-х комнатная квартира,Подземная,,76800.0,1,2.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Varicom,16,1.0,Кишинёв мун.,Кишинёв,Рышкановка,str-la Studenților 16,60
3-х комнатная квартира,Подземная,,121000.0,1,2.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Solomon Construct Imobil,10,5.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,110
2-х комнатная квартира,Oткрытое,Индивидуальная,139000.0,Нет,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,14,13.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemitanu .,72
1-комнатная квартира,Oткрытое,,112500.0,,1.0,Квартира с ливингом,Eвроремонт,Застройщик,,Новострой,Estate Invest Company,12,9.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 102,53
1-комнатная квартира,Oткрытое,,64000.0,1,1.0,,Белый вариант,Агентство,Kирпичный,Новострой,Estate Invest Company,12,11.0,Кишинёв мун.,Дурлешты,Окраина,str. ialoveni  134,55
2-х комнатная квартира,,,109000.0,,,,Eвроремонт,Застройщик,,Новострой,,9,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Nicolae Testemițanu 37,54
1-комнатная квартира,Подземная,,53900.0,1,1.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,,12,3.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 118,49
3-х комнатная квартира,Подземная,,289900.0,1,2.0,Квартира с ливингом,Белый вариант,Застройщик,Kирпичный,Новострой,Braus Imobiliare,6,6.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Grătiești 49,180
1-комнатная квартира,Подземная,,62510.0,1,1.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Varicom,16,10.0,Кишинёв мун.,Кишинёв,Рышкановка,str-la Studenților 18,47
2-х комнатная квартира,Oткрытое,Индивидуальная,74900.0,1,1.0,,Незавершенное cтроительство,Агентство,Ячеистый Бетон,Новострой,Kirsan,10,8.0,Кишинёв мун.,Кишинёв,Ботаника,Sarmizegetusa 53C,63
1-комнатная квартира,,,142900.0,,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,Exfactor-grup,14,9.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu -,51
2-х комнатная квартира,,Индивидуальная,184000.0,1,1.0,,Eвроремонт,Частное лицо,,Новострой,,6,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ciocârliei 17,63
2-х комнатная квартира,,,114500.0,,,Квартира с ливингом,,Агентство,,Новострой,Estate Invest Company,7,4.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 3/c,78
3-х комнатная квартира,Oткрытое,Индивидуальная,233000.0,1,2.0,,Eвроремонт,Агентство,,Новострой,,10,5.0,Кишинёв мун.,Кишинёв,Центр,str. Ion Vasilenco .,112
2-х комнатная квартира,,,88900.0,,,Квартира с ливингом,,Агентство,,Новострой,Poliprim Grup,9,4.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24,71
1-комнатная квартира,Oткрытое,,65352.0,1,1.0,Квартира с ливингом,,Агентство,,Новострой,,15,3.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Calea Moșilor .,47
2-х комнатная квартира,Oткрытое,Индивидуальная,450000.0,2,2.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,17,9.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Богдан Воевод .,120
2-х комнатная квартира,Подземная,,73270.0,1,2.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,,12,1.0,Кишинёв мун.,Дурлешты,Окраина,str. Mihail Odatiuc 36,73
2-х комнатная квартира,,,134000.0,1,1.0,,Белый вариант,Застройщик,Kирпичный,Новострой,Loid,13,4.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 5,64
3-х комнатная квартира,,,134800.0,,,,Eвроремонт,Частное лицо,Kирпичный,Новострой,,10,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Miorita 1/1,66
2-х комнатная квартира,Подземная,,77638.0,1,2.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Solomon Construct Imobil,10,6.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,71
1-комнатная квартира,,,34500.0,1,1.0,,,Застройщик,,Вторичный,,6,6.0,Кишинёв мун.,Кишинёв,Ботаника,str. Constantin Brâncuşi 148,23
1-комнатная квартира,Oткрытое,Индивидуальная,90000.0,2,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,10,5.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Сармизеджетуса .,53
3-х комнатная квартира,Подземная,,126630.0,,,Квартира с ливингом,Cерый вариант,Застройщик,,Новострой,Estate Invest Company,9,6.0,Кишинёв мун.,Кишинёв,Чокана,str. Bucovinei 1,94
3-х комнатная квартира,Oткрытое,Индивидуальная,398000.0,2,2.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,6,2.0,Кишинёв мун.,Кишинёв,Центр,str. Ciuflea .,176
3-х комнатная квартира,Oткрытое,143,132000.0,3,2.0,,Косметический pемонт,Агентство,Mонолитный,Вторичный,,9,3.0,Кишинёв мун.,Кишинёв,Чокана,str. Petru Zadnipru 19/1,74
1-комнатная квартира,Oткрытое,Индивидуальная,62664.0,1,1.0,Квартира с ливингом,Белый вариант,Агентство,,Новострой,,9,4.0,Кишинёв мун.,Кишинёв,Телецентр,sos. Hincesti .,45
3-х комнатная квартира,Oткрытое,,97800.0,2,2.0,,Косметический pемонт,Застройщик,,Вторичный,,5,4.0,Кишинёв мун.,Кишинёв,Телецентр,str. Mălina Mică 70/2,70
1-комнатная квартира,Oткрытое,Индивидуальная,25000.0,,1.0,,Eвроремонт,Агентство,,Новострой,,6,3.0,Кишинёв мун.,Бубуечь,Центр,str. Zidarilor .,11
2-х комнатная квартира,,,74382.0,,,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,,6,7.0,Кишинёв мун.,Криково,Центр,str. Burebista 2,76
2-х комнатная квартира,Oткрытое,Индивидуальная,110000.0,,2.0,,Eвроремонт,Агентство,,Новострой,,11,8.0,Кишинёв мун.,Дурлешты,Центр,str. Cartușa .,68
2-х комнатная квартира,Подземная,,92345.0,,2.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Lagmar Impex,14,7.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,63
1-комнатная квартира,Oткрытое,,62000.0,,1.0,,Косметический pемонт,Застройщик,,Вторичный,,16,15.0,Кишинёв мун.,Кишинёв,Чокана,str. Ginta Latina 13/1,39
2-х комнатная квартира,Oткрытое,Индивидуальная,123000.0,1,1.0,,Белый вариант,Агентство,,Новострой,,13,7.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Cornesti .,62
2-х комнатная квартира,Oткрытое,Индивидуальная,198000.0,Нет,1.0,Квартира без ливинга,Eвроремонт,Частное лицо,Kомбинированный,Новострой,Silentagro,6,5.0,Кишинёв мун.,Кишинёв,Буюканы,str. Nicolae Costin 44/1,84
1-комнатная квартира,,,66500.0,1,,,,Агентство,,Вторичный,,10,6.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Moscova 20,35
2-х комнатная квартира,Oткрытое,,320000.0,1,1.0,,Eвроремонт,Агентство,,Новострой,,10,7.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Nadejda Russo -,81
1-комнатная квартира,Oткрытое,,89500.0,1,,,Eвроремонт,Застройщик,,Новострой,,10,2.0,Кишинёв мун.,Кишинёв,Буюканы,str. Cetatea Alba 194/3,42
2-х комнатная квартира,,,95000.0,2,2.0,,,Застройщик,,Вторичный,,9,4.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Moscova 9,57
1-комнатная квартира,Подземная,Индивидуальная,124900.0,1,1.0,Квартира с ливингом,Eвроремонт,Агентство,Kирпичный,Новострой,Exfactor-grup,9,8.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Buzdugan 11,48
1-комнатная квартира,Oткрытое,Индивидуальная,62500.0,Нет,1.0,,Белый вариант,Агентство,,Новострой,,9,1.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 26/7,46
3-х комнатная квартира,Oткрытое,,123053.0,,2.0,,Белый вариант,Застройщик,,Новострой,,10,2.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,90
1-комнатная квартира,Oткрытое,,58828.0,1,1.0,,Белый вариант,Агентство,,Новострой,,9,3.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești .,42
2-х комнатная квартира,,,78500.0,2,2.0,Квартира с ливингом,,Застройщик,,Новострой,Lagmar Impex,14,12.0,Кишинёв мун.,Кишинёв,Старая Почта,Str. Ceucari 14,63
2-х комнатная квартира,Oткрытое,Индивидуальная,69900.0,,1.0,,Eвроремонт,Агентство,,Новострой,,11,11.0,Кишинёв мун.,Кишинёв,Центр,str. Tecuci .,39
1-комнатная квартира,,,80285.0,,2.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Lagmar Impex,9,3.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 142,57
2-х комнатная квартира,Oткрытое,Индивидуальная,148900.0,1,1.0,,Eвроремонт,Агентство,,Новострой,,16,16.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Florilor .,72
1-комнатная квартира,Oткрытое,Индивидуальная,53500.0,,1.0,,Без ремонта,Агентство,,Вторичный,,9,9.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Voda .,30
2-х комнатная квартира,Oткрытое,Индивидуальная,124900.0,Нет,1.0,,Eвроремонт,Агентство,,Новострой,,10,8.0,Кишинёв мун.,Дурлешты,Центр,Ialoveni .,53
2-х комнатная квартира,Oткрытое,Индивидуальная,89900.0,Нет,2.0,,Без ремонта,Агентство,,Вторичный,,9,6.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Batran .,50
3-х комнатная квартира,,,76500.0,1,,,,Агентство,,Вторичный,,5,4.0,Кишинёв мун.,Кишинёв,Чокана,str. Vasile Vărzaru 5/2,72
2-х комнатная квартира,,,75000.0,1,,,Eвроремонт,Агентство,Kотельцовый,Вторичный,,5,2.0,Кишинёв мун.,Кишинёв,Чокана,str. Podul Înalt 12/1,47
2-х комнатная квартира,,,98640.0,,,,Белый вариант,Агентство,Kирпичный,Новострой,Exfactor-grup,10,5.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia 62,72
1-комнатная квартира,,Индивидуальная,73000.0,Нет,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Вторичный,,9,7.0,Кишинёв мун.,Кишинёв,Чокана,str. Calea Ieșilor 47/2,34
2-х комнатная квартира,,,106900.0,1,2.0,,Eвроремонт,Агентство,,Новострой,,16,14.0,Кишинёв мун.,Кишинёв,Чокана,Maria Dragan  .,78
1-комнатная квартира,Oткрытое,,119000.0,,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,Pamir Construct,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Гика Водэ 5,38
2-х комнатная квартира,,,157000.0,2,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,Gonvaro-Con,9,8.0,Кишинёв мун.,Кишинёв,Центр,str. Vasile Alecsandri 11,72
2-х комнатная квартира,,,137000.0,1,1.0,,Косметический pемонт,Частное лицо,,Новострой,,11,2.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 35/E,55
1-комнатная квартира,Подземная,Индивидуальная,51000.0,1,1.0,Квартира с ливингом,Белый вариант,Частное лицо,,Новострой,Estate Invest Company,12,6.0,Кишинёв мун.,Кишинёв,Телецентр,str. Alexandru Lăpușneanu 5,52
3-х комнатная квартира,,,124660.0,1,,Квартира с ливингом,Незавершенное cтроительство,Застройщик,,Новострой,Solomon Construct Imobil,9,4.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,110
3-х комнатная квартира,,,100300.0,2,2.0,,Незавершенное cтроительство,Застройщик,,Новострой,Boiar House,10,9.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24/B,100
2-х комнатная квартира,Подземная,,127900.0,2,1.0,,Eвроремонт,Застройщик,,Новострой,A-casa,9,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Dimineții 22,72
4-x комнатная квартира,Oткрытое,Индивидуальная,228000.0,2,2.0,Квартира с ливингом,Eвроремонт,Частное лицо,Mонолитный,Новострой,Eldorado Terra,11,3.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 3/7,97
1-комнатная квартира,Oткрытое,,119000.0,,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,Pamir Construct,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Гика Водэ 5,38
2-х комнатная квартира,,,157000.0,2,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,Gonvaro-Con,9,8.0,Кишинёв мун.,Кишинёв,Центр,str. Vasile Alecsandri 11,72
2-х комнатная квартира,,,137000.0,1,1.0,,Косметический pемонт,Частное лицо,,Новострой,,11,2.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 35/E,55
1-комнатная квартира,Подземная,Индивидуальная,51000.0,1,1.0,Квартира с ливингом,Белый вариант,Частное лицо,,Новострой,Estate Invest Company,12,6.0,Кишинёв мун.,Кишинёв,Телецентр,str. Alexandru Lăpușneanu 5,52
3-х комнатная квартира,,,124660.0,1,,Квартира с ливингом,Незавершенное cтроительство,Застройщик,,Новострой,Solomon Construct Imobil,9,4.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,110
3-х комнатная квартира,,,100300.0,2,2.0,,Незавершенное cтроительство,Застройщик,,Новострой,Boiar House,10,9.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24/B,100
2-х комнатная квартира,Подземная,,127900.0,2,1.0,,Eвроремонт,Застройщик,,Новострой,A-casa,9,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Dimineții 22,72
4-x комнатная квартира,Oткрытое,Индивидуальная,228000.0,2,2.0,Квартира с ливингом,Eвроремонт,Частное лицо,Mонолитный,Новострой,Eldorado Terra,11,3.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 3/7,97
1-комнатная квартира,Oткрытое,,119000.0,,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,Pamir Construct,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Гика Водэ 5,38
2-х комнатная квартира,,,157000.0,2,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,Gonvaro-Con,9,8.0,Кишинёв мун.,Кишинёв,Центр,str. Vasile Alecsandri 11,72
2-х комнатная квартира,,,137000.0,1,1.0,,Косметический pемонт,Частное лицо,,Новострой,,11,2.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 35/E,55
2-х комнатная квартира,Oткрытое,,114900.0,1,2.0,Квартира с ливингом,Eвроремонт,Агентство,,Вторичный,,9,7.0,Кишинёв мун.,Кишинёв,Старая Почта,ул. Каля Орхеюлуй 105/2,56
2-х комнатная квартира,,,127000.0,2,1.0,Квартира с ливингом,Eвроремонт,Агентство,Kотельцовый,Вторичный,,5,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Suceava 110,72
2-х комнатная квартира,,,74382.0,,,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,,6,7.0,Кишинёв мун.,Криково,Центр,str. Burebista 2,76
2-х комнатная квартира,Подземная,,207900.0,2,2.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Ecovzor,13,13.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Язулуй 38,126
2-х комнатная квартира,,,179000.0,,,Квартира с ливингом,Eвроремонт,Частное лицо,Kирпичный,Новострой,Exfactor-grup,9,8.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Buzdugan 9,70
3-х комнатная квартира,,Индивидуальная,135000.0,,,Квартира с ливингом,Eвроремонт,Частное лицо,Mонолитный,Вторичный,,13,8.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vissarion Belinski 61,85
2-х комнатная квартира,Oткрытое,,114900.0,1,2.0,Квартира с ливингом,Eвроремонт,Агентство,,Вторичный,,9,7.0,Кишинёв мун.,Кишинёв,Старая Почта,ул. Каля Орхеюлуй 105/2,56
2-х комнатная квартира,,,127000.0,2,1.0,Квартира с ливингом,Eвроремонт,Агентство,Kотельцовый,Вторичный,,5,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Suceava 110,72
2-х комнатная квартира,,,74382.0,,,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,,6,7.0,Кишинёв мун.,Криково,Центр,str. Burebista 2,76
2-х комнатная квартира,,,174900.0,,,Квартира с ливингом,Eвроремонт,Агентство,,Вторичный,,9,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Burebista 25,71
2-х комнатная квартира,Подземная,,207900.0,2,2.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Ecovzor,13,13.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Язулуй 38,126
2-х комнатная квартира,,,179000.0,,,Квартира с ливингом,Eвроремонт,Частное лицо,Kирпичный,Новострой,Exfactor-grup,9,8.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Buzdugan 9,70
3-х комнатная квартира,,Индивидуальная,135000.0,,,Квартира с ливингом,Eвроремонт,Частное лицо,Mонолитный,Вторичный,,13,8.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vissarion Belinski 61,85
2-х комнатная квартира,Oткрытое,,114900.0,1,2.0,Квартира с ливингом,Eвроремонт,Агентство,,Вторичный,,9,7.0,Кишинёв мун.,Кишинёв,Старая Почта,ул. Каля Орхеюлуй 105/2,56
2-х комнатная квартира,,,127000.0,2,1.0,Квартира с ливингом,Eвроремонт,Агентство,Kотельцовый,Вторичный,,5,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Suceava 110,72
2-х комнатная квартира,,,75000.0,1,,,Eвроремонт,Агентство,Kотельцовый,Вторичный,,5,2.0,Кишинёв мун.,Кишинёв,Чокана,str. Podul Înalt 12/1,47
1-комнатная квартира,,Индивидуальная,73000.0,Нет,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Вторичный,,9,7.0,Кишинёв мун.,Кишинёв,Чокана,str. Calea Ieșilor 47/2,34
2-х комнатная квартира,,,106900.0,1,2.0,,Eвроремонт,Агентство,,Новострой,,16,14.0,Кишинёв мун.,Кишинёв,Чокана,Maria Dragan  .,78
2-х комнатная квартира,Oткрытое,Индивидуальная,89900.0,1,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Вторичный,,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Николай Зелински .,64
3-х комнатная квартира,Oткрытое,Индивидуальная,358500.0,Нет,2.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,6,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Liviu Deleanu .,121
1-комнатная квартира,,Индивидуальная,195000.0,,1.0,Квартира с ливингом,Белый вариант,Частное лицо,Kирпичный,Новострой,NG Invest,12,2.0,Кишинёв мун.,Кишинёв,Центр,str. Serghei Lazo 46,54
1-комнатная квартира,Oткрытое,Индивидуальная,84000.0,1,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,9,6.0,Кишинёв мун.,Кишинёв,Центр,str. Pavel Boțu .,43
2-х комнатная квартира,Oткрытое,Индивидуальная,113900.0,1,1.0,,Eвроремонт,Агентство,,Вторичный,,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,Dacia .,60
3-х комнатная квартира,Oткрытое,Индивидуальная,176900.0,1,2.0,,Eвроремонт,Агентство,,Новострой,,12,10.0,Кишинёв мун.,Кишинёв,Чокана,str. Ginta Latina 1,85
2-х комнатная квартира,Oткрытое,Брж (Брежневка),69900.0,1,2.0,,Без ремонта,Агентство,Kотельцовый,Вторичный,,5,5.0,Кишинёв мун.,Кишинёв,Рышкановка,Bulevardul Moscova 3/3,48
2-х комнатная квартира,Oткрытое,Индивидуальная,78100.0,1,2.0,,Белый вариант,Агентство,,Новострой,,9,2.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești .,57
1-комнатная квартира,Oткрытое,,75000.0,1,2.0,,Белый вариант,Агентство,,Новострой,,9,5.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Calea Moșilor .,49
2-х комнатная квартира,Oткрытое,Индивидуальная,137600.0,2,1.0,Квартира с ливингом,Белый вариант,Агентство,,Новострой,,9,4.0,Кишинёв мун.,Кишинёв,Буюканы,пр-т Алба Юлия 128,80
1-комнатная квартира,Подземная,,144450.0,1,1.0,Квартира с ливингом,Белый вариант,Застройщик,Kирпичный,Новострой,Braus Imobiliare,4,1.0,Кишинёв мун.,Кишинёв,Рышкановка,ул. Чиркулуй 61,54
2-х комнатная квартира,,,146900.0,,,,,Агентство,,Новострой,,5,3.0,Кишинёв мун.,Кишинёв,Буюканы,пр-т Алба-Юлия 17/A,68
2-х комнатная квартира,Oткрытое,Индивидуальная,143000.0,1,2.0,,Eвроремонт,Агентство,,Новострой,,10,2.0,Кишинёв мун.,Кишинёв,Центр,str. Ion Inculet .,100
1-комнатная квартира,Oткрытое,Индивидуальная,55200.0,1,1.0,Квартира с ливингом,Незавершенное cтроительство,Агентство,,Новострой,,14,5.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 88,48
2-х комнатная квартира,Oткрытое,,59500.0,1,1.0,,,Агентство,,Вторичный,,9,2.0,Кишинёв мун.,Кишинёв,Ботаника,ш. Мунчешть 788,48
3-х комнатная квартира,Oткрытое,Индивидуальная,175000.0,1,2.0,,Eвроремонт,Агентство,,Новострой,Comalion & Co,15,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ghioceilor 29,94
2-х комнатная квартира,,,74900.0,,,,Eвроремонт,Агентство,,Вторичный,,16,5.0,Кишинёв мун.,Кишинёв,Буюканы,Piața Unirii Principatelor 3,37
2-х комнатная квартира,,,175000.0,,,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,Lagmar Impex,12,5.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Carierei 5d,65
3-х комнатная квартира,Oткрытое,Мс (Молд. Серия),92000.0,1,2.0,,Без ремонта,Агентство,,Вторичный,,9,2.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă .,70
1-комнатная квартира,Oткрытое,Индивидуальная,23500.0,,1.0,,Eвроремонт,Агентство,,Вторичный,,9,8.0,Кишинёв мун.,Кишинёв,Телецентр,str. Nicolae Testemițanu .,12
1-комнатная квартира,,,93500.0,,,,,Агентство,,Новострой,,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Индепенденцей 5/A,42
2-х комнатная квартира,Oткрытое,Индивидуальная,98500.0,1,1.0,,Eвроремонт,Агентство,,Вторичный,,5,5.0,Кишинёв мун.,Кишинёв,Буюканы,str. Paris .,50
